,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"(43, 0, 0.86118764)","(126, 0, 0.80679657)","(21, 0, 0.82395891)","(22, 0, 0.76526719)","(40, 0, 0.86614546)","(174, 0, 0.87476544)","(210, 0, 0.75149377)","(166, 0, 0.81662899)","(171, 0, 0.62217492)","(247, 0, 0.86961405)","(21, 0, 0.92609343)","(136, 0, 0.82806885)","(8, 0, 0.63574306)","(207, 0, 0.80198659)","(79, 0, 0.79414033)","(60, 0, 0.79088771)"
1,"(42, 0, 0.62207049)","(127, 0, 0.61356184)","(20, 0, 0.6397191)","(23, 0, 0.61498809)","(41, 0, 0.62823731)","(175, 0, 0.60687284)","(211, 0, 0.61733028)","(167, 0, 0.61586067)","(170, 0, 0.60735422)","(246, 0, 0.61021003)","(20, 0, 0.61747317)","(137, 0, 0.62404835)","(9, 0, 0.63405329)","(206, 0, 0.62952217)","(78, 0, 0.63300547)","(61, 0, 0.62582806)"
2,"(3, 0, 0.23049448)","(57, 0, 0.24649927)","(143, 0, 0.24098603)","(177, 0, 0.24735935)","(178, 0, 0.22753046)","(53, 0, 0.23814719)","(189, 0, 0.24839565)","(198, 0, 0.23618144)","(49, 0, 0.23218505)","(176, 0, 0.22930974)","(142, 0, 0.2364696)","(207, 0, 0.23685265)","(146, 0, 0.23605353)","(149, 0, 0.23985974)","(213, 0, 0.2607457)","(166, 0, 0.24084773)"
3,"(100, 0, 0.21639131)","(17, 0, 0.24276891)","(142, 0, 0.21576642)","(140, 0, 0.22403253)","(179, 0, 0.21964048)","(245, 0, 0.22609426)","(149, 0, 0.23655873)","(232, 0, 0.23482412)","(240, 0, 0.21894978)","(185, 0, 0.22610496)","(143, 0, 0.2138724)","(231, 0, 0.23341388)","(147, 0, 0.22658996)","(84, 0, 0.22189104)","(8, 0, 0.23747668)","(123, 0, 0.2230148)"
4,"(101, 0, 0.21295603)","(229, 0, 0.22625381)","(40, 0, 0.21056617)","(88, 0, 0.22398529)","(115, 0, 0.21801726)","(224, 0, 0.21721468)","(73, 0, 0.22868755)","(157, 0, 0.23285092)","(202, 0, 0.19813252)","(173, 0, 0.22437264)","(91, 0, 0.21358112)","(19, 0, 0.23058798)","(83, 0, 0.1970326)","(85, 0, 0.21894503)","(212, 0, 0.23111122)","(156, 0, 0.20174547)"
5,"(112, 0, 0.2114548)","(228, 0, 0.22568882)","(251, 0, 0.21005665)","(141, 0, 0.21679622)","(102, 0, 0.21131159)","(15, 0, 0.2139168)","(100, 0, 0.21525995)","(60, 0, 0.22793574)","(188, 0, 0.18415962)","(108, 0, 0.21847091)","(0, 0, 0.20169044)","(18, 0, 0.21713828)","(144, 0, 0.18670928)","(111, 0, 0.21463901)","(58, 0, 0.21745972)","(114, 0, 0.19666403)"
6,"(140, 0, 0.21076211)","(192, 0, 0.21965485)","(82, 0, 0.20809193)","(11, 0, 0.20144231)","(72, 0, 0.19321009)","(206, 0, 0.21378942)","(250, 0, 0.2080337)","(252, 0, 0.22518639)","(241, 0, 0.18336351)","(86, 0, 0.21112466)","(82, 0, 0.19331078)","(211, 0, 0.21639637)","(168, 0, 0.18628792)","(129, 0, 0.20807734)","(21, 0, 0.21543877)","(167, 0, 0.19646237)"
7,"(0, 0, 0.20517403)","(36, 0, 0.21222787)","(91, 0, 0.2062913)","(89, 0, 0.19666916)","(143, 0, 0.1904922)","(52, 0, 0.21343697)","(233, 0, 0.20776817)","(253, 0, 0.21292579)","(48, 0, 0.18169008)","(132, 0, 0.21101342)","(181, 0, 0.19188913)","(183, 0, 0.21494597)","(104, 0, 0.18520655)","(174, 0, 0.19831541)","(1, 0, 0.20892107)","(103, 0, 0.19263459)"
8,"(177, 0, 0.2049934)","(48, 0, 0.20936526)","(79, 0, 0.20460801)","(183, 0, 0.19331787)","(21, 0, 0.18896074)","(204, 0, 0.21334226)","(179, 0, 0.20330433)","(6, 0, 0.21253958)","(10, 0, 0.18094362)","(172, 0, 0.20576787)","(119, 0, 0.19114186)","(41, 0, 0.21085682)","(41, 0, 0.18452529)","(210, 0, 0.19817799)","(46, 0, 0.19858844)","(155, 0, 0.19189496)"
