,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.85683056)","(126, 0, 0.7902514)","(21, 0, 0.85183289)","(22, 0, 0.81156339)","(40, 0, 0.83822673)","(174, 0, 0.82827142)","(210, 0, 0.72254181)","(166, 0, 0.82753915)","(171, 0, 0.66847743)","(247, 0, 0.8340573)","(21, 0, 0.92548767)","(136, 0, 0.88011446)","(9, 0, 0.608651)","(207, 0, 0.83917742)","(79, 0, 0.80878125)","(60, 0, 0.79439102)"
1,"(42, 0, 0.69157815)","(127, 0, 0.69644157)","(20, 0, 0.65698832)","(23, 0, 0.60208391)","(41, 0, 0.71882833)","(175, 0, 0.52366027)","(211, 0, 0.63306145)","(167, 0, 0.63764763)","(170, 0, 0.57415854)","(246, 0, 0.59956705)","(20, 0, 0.61124708)","(137, 0, 0.60723478)","(8, 0, 0.51684995)","(206, 0, 0.54573933)","(78, 0, 0.58890918)","(61, 0, 0.62212012)"
2,"(230, 0, 0.49952141)","(154, 0, 0.46853646)","(27, 0, 0.45659512)","(52, 0, 0.47643432)","(66, 0, 0.46128787)","(137, 0, 0.4625416)","(202, 0, 0.43442089)","(127, 0, 0.5242016)","(143, 0, 0.46405924)","(169, 0, 0.47416977)","(61, 0, 0.49903031)","(98, 0, 0.49404765)","(110, 0, 0.49086179)","(75, 0, 0.48626559)","(45, 0, 0.4610081)","(250, 0, 0.46147402)"
3,"(240, 0, 0.46359081)","(251, 0, 0.43769836)","(70, 0, 0.4416128)","(69, 0, 0.46500328)","(175, 0, 0.45901303)","(102, 0, 0.45478085)","(71, 0, 0.43104759)","(29, 0, 0.47361905)","(118, 0, 0.43537936)","(146, 0, 0.4387217)","(207, 0, 0.44395107)","(210, 0, 0.49004996)","(244, 0, 0.47474955)","(240, 0, 0.46687922)","(158, 0, 0.44588989)","(222, 0, 0.45810567)"
4,"(32, 0, 0.46068983)","(8, 0, 0.42780753)","(66, 0, 0.43977417)","(110, 0, 0.43572656)","(95, 0, 0.45852704)","(27, 0, 0.44591404)","(55, 0, 0.42586753)","(105, 0, 0.44931201)","(232, 0, 0.43420464)","(172, 0, 0.43578501)","(45, 0, 0.43009198)","(153, 0, 0.44240825)","(94, 0, 0.43411668)","(252, 0, 0.44115025)","(127, 0, 0.4394125)","(155, 0, 0.44889529)"
5,"(2, 0, 0.44269209)","(92, 0, 0.42597066)","(250, 0, 0.43845329)","(14, 0, 0.43335892)","(194, 0, 0.4233545)","(228, 0, 0.43372504)","(14, 0, 0.41597807)","(203, 0, 0.43759345)","(6, 0, 0.42492447)","(117, 0, 0.43468126)","(119, 0, 0.42485761)","(4, 0, 0.43338339)","(189, 0, 0.42785721)","(144, 0, 0.43932036)","(35, 0, 0.43704015)","(93, 0, 0.44131668)"
6,"(226, 0, 0.44113381)","(180, 0, 0.42468761)","(119, 0, 0.43812898)","(245, 0, 0.42638049)","(246, 0, 0.42105269)","(218, 0, 0.43255863)","(64, 0, 0.41468776)","(59, 0, 0.43518493)","(8, 0, 0.42379822)","(39, 0, 0.43180361)","(108, 0, 0.42406054)","(110, 0, 0.42320845)","(46, 0, 0.42619083)","(180, 0, 0.43019738)","(112, 0, 0.43616423)","(207, 0, 0.43915773)"
7,"(168, 0, 0.43533581)","(199, 0, 0.4242619)","(189, 0, 0.43477042)","(105, 0, 0.42614653)","(51, 0, 0.42086649)","(133, 0, 0.42114189)","(244, 0, 0.41062427)","(55, 0, 0.43068903)","(199, 0, 0.42071725)","(30, 0, 0.42967552)","(49, 0, 0.42118114)","(205, 0, 0.41908035)","(136, 0, 0.42602014)","(147, 0, 0.42492027)","(249, 0, 0.43456781)","(143, 0, 0.43502145)"
8,"(243, 0, 0.43464915)","(176, 0, 0.42246401)","(214, 0, 0.41133657)","(3, 0, 0.42531097)","(236, 0, 0.41924313)","(252, 0, 0.41647201)","(63, 0, 0.40957966)","(30, 0, 0.42883067)","(244, 0, 0.41959691)","(95, 0, 0.42444822)","(110, 0, 0.4147112)","(88, 0, 0.41539724)","(108, 0, 0.4184008)","(114, 0, 0.41623018)","(114, 0, 0.43438099)","(106, 0, 0.43364827)"
