,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"(43, 0, 0.8605519)","(126, 0, 0.78336291)","(21, 0, 0.82466982)","(22, 0, 0.80580565)","(40, 0, 0.87128579)","(174, 0, 0.8573175)","(210, 0, 0.76854865)","(166, 0, 0.81601889)","(171, 0, 0.65895723)","(247, 0, 0.86245707)","(21, 0, 0.92716893)","(136, 0, 0.82966728)","(8, 0, 0.59395223)","(207, 0, 0.83609412)","(79, 0, 0.80616229)","(60, 0, 0.82776295)"
1,"(42, 0, 0.66321677)","(127, 0, 0.63969766)","(20, 0, 0.6399006)","(23, 0, 0.59896314)","(41, 0, 0.62377894)","(175, 0, 0.57167817)","(211, 0, 0.63976656)","(167, 0, 0.65225694)","(170, 0, 0.57205172)","(246, 0, 0.58447549)","(20, 0, 0.66945652)","(137, 0, 0.64762315)","(9, 0, 0.57594245)","(206, 0, 0.61388399)","(78, 0, 0.58173278)","(61, 0, 0.57137636)"
2,"(37, 0, 0.31489841)","(251, 0, 0.27707607)","(197, 0, 0.31956176)","(121, 0, 0.32398249)","(131, 0, 0.28148737)","(27, 0, 0.32506767)","(155, 0, 0.31259265)","(161, 0, 0.33512344)","(143, 0, 0.31756095)","(169, 0, 0.31561037)","(75, 0, 0.31231949)","(197, 0, 0.3003093)","(246, 0, 0.28743796)","(174, 0, 0.31795185)","(34, 0, 0.31888467)","(93, 0, 0.30532733)"
3,"(116, 0, 0.30769602)","(111, 0, 0.27557927)","(74, 0, 0.29309956)","(234, 0, 0.30940199)","(201, 0, 0.280892)","(165, 0, 0.31313755)","(194, 0, 0.30350892)","(29, 0, 0.3085844)","(212, 0, 0.28341622)","(26, 0, 0.28026461)","(97, 0, 0.29419454)","(28, 0, 0.2885272)","(89, 0, 0.28740081)","(234, 0, 0.29377253)","(21, 0, 0.30978216)","(236, 0, 0.29288465)"
4,"(120, 0, 0.30043099)","(232, 0, 0.26879754)","(179, 0, 0.28012657)","(63, 0, 0.28709047)","(88, 0, 0.2797044)","(241, 0, 0.308329)","(87, 0, 0.29670658)","(198, 0, 0.29961044)","(208, 0, 0.28258959)","(164, 0, 0.27147094)","(70, 0, 0.29107757)","(129, 0, 0.28836399)","(187, 0, 0.278223)","(127, 0, 0.2822831)","(102, 0, 0.29820793)","(76, 0, 0.29071531)"
5,"(221, 0, 0.29391015)","(200, 0, 0.26793254)","(230, 0, 0.27625034)","(103, 0, 0.28030856)","(119, 0, 0.27495878)","(158, 0, 0.30792524)","(33, 0, 0.29408538)","(66, 0, 0.29798842)","(7, 0, 0.27452466)","(140, 0, 0.27110551)","(54, 0, 0.28463336)","(112, 0, 0.27634415)","(251, 0, 0.27455069)","(140, 0, 0.27759247)","(16, 0, 0.28940652)","(190, 0, 0.28954786)"
6,"(129, 0, 0.28861677)","(9, 0, 0.26778224)","(112, 0, 0.27374967)","(62, 0, 0.27388677)","(72, 0, 0.26883556)","(23, 0, 0.27317065)","(118, 0, 0.27143588)","(189, 0, 0.28053675)","(194, 0, 0.27104006)","(184, 0, 0.27081289)","(247, 0, 0.28042118)","(107, 0, 0.27590372)","(253, 0, 0.27122275)","(158, 0, 0.27015895)","(40, 0, 0.27384987)","(178, 0, 0.2781678)"
7,"(235, 0, 0.28583954)","(32, 0, 0.2587976)","(145, 0, 0.26886224)","(98, 0, 0.27215932)","(73, 0, 0.26741672)","(186, 0, 0.27125151)","(221, 0, 0.27116217)","(94, 0, 0.28020974)","(146, 0, 0.27059602)","(205, 0, 0.26966583)","(71, 0, 0.27571674)","(65, 0, 0.26751833)","(104, 0, 0.26995804)","(13, 0, 0.26767548)","(136, 0, 0.26784343)","(63, 0, 0.27487632)"
8,"(99, 0, 0.285369)","(66, 0, 0.25789846)","(111, 0, 0.26536212)","(223, 0, 0.26660816)","(160, 0, 0.26261854)","(54, 0, 0.26934182)","(98, 0, 0.27112408)","(168, 0, 0.27641696)","(22, 0, 0.26272487)","(165, 0, 0.26939299)","(40, 0, 0.27392389)","(185, 0, 0.26439168)","(61, 0, 0.26890386)","(30, 0, 0.26540247)","(140, 0, 0.26577751)","(115, 0, 0.26842828)"
