,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.84732242)","(126, 0, 0.78370429)","(21, 0, 0.81267587)","(22, 0, 0.80016572)","(40, 0, 0.87890764)","(174, 0, 0.86691509)","(210, 0, 0.78078555)","(166, 0, 0.81474723)","(171, 0, 0.65894081)","(247, 0, 0.86936264)","(21, 0, 0.92788778)","(136, 0, 0.83905648)","(9, 0, 0.59578282)","(207, 0, 0.82626975)","(79, 0, 0.78684566)","(60, 0, 0.82696374)"
1,"(42, 0, 0.62598307)","(127, 0, 0.63268428)","(20, 0, 0.61772489)","(23, 0, 0.6007526)","(41, 0, 0.59868756)","(175, 0, 0.56102912)","(211, 0, 0.63152719)","(167, 0, 0.63153012)","(170, 0, 0.587207)","(246, 0, 0.59308817)","(20, 0, 0.63196054)","(137, 0, 0.61538385)","(8, 0, 0.58519508)","(206, 0, 0.60274694)","(78, 0, 0.61142214)","(61, 0, 0.60355416)"
2,"(97, 0, 0.24300764)","(32, 0, 0.23230442)","(74, 0, 0.24186009)","(121, 0, 0.27826229)","(152, 0, 0.26161984)","(158, 0, 0.24115315)","(67, 0, 0.27686905)","(94, 0, 0.26444219)","(245, 0, 0.25644596)","(169, 0, 0.27293474)","(247, 0, 0.24602129)","(112, 0, 0.26492831)","(89, 0, 0.28058968)","(11, 0, 0.2439537)","(12, 0, 0.27250247)","(93, 0, 0.28060818)"
3,"(180, 0, 0.24055471)","(91, 0, 0.22744746)","(64, 0, 0.22724767)","(207, 0, 0.23397184)","(67, 0, 0.24517067)","(99, 0, 0.23578521)","(191, 0, 0.27251131)","(101, 0, 0.26290272)","(223, 0, 0.25237318)","(218, 0, 0.25371479)","(88, 0, 0.24181194)","(55, 0, 0.24678303)","(241, 0, 0.25087665)","(30, 0, 0.23198551)","(34, 0, 0.2702698)","(143, 0, 0.27694335)"
4,"(37, 0, 0.23781376)","(206, 0, 0.2272443)","(79, 0, 0.22273847)","(69, 0, 0.2334956)","(140, 0, 0.22883504)","(114, 0, 0.2345588)","(33, 0, 0.26927546)","(199, 0, 0.26160462)","(95, 0, 0.24912843)","(130, 0, 0.25174318)","(65, 0, 0.23761065)","(82, 0, 0.2395433)","(253, 0, 0.24735185)","(234, 0, 0.2319609)","(159, 0, 0.24015731)","(30, 0, 0.25521524)"
5,"(102, 0, 0.22821014)","(33, 0, 0.22221173)","(193, 0, 0.21833455)","(223, 0, 0.23291373)","(88, 0, 0.22871478)","(27, 0, 0.23337369)","(155, 0, 0.24833157)","(148, 0, 0.2597705)","(128, 0, 0.2477363)","(38, 0, 0.2446703)","(71, 0, 0.2300969)","(38, 0, 0.23605846)","(187, 0, 0.24287253)","(46, 0, 0.23130126)","(62, 0, 0.24005645)","(237, 0, 0.24695208)"
6,"(212, 0, 0.22686436)","(251, 0, 0.21924254)","(75, 0, 0.21817535)","(63, 0, 0.23266836)","(243, 0, 0.22547176)","(33, 0, 0.23309009)","(239, 0, 0.24413048)","(90, 0, 0.24798391)","(232, 0, 0.2409912)","(87, 0, 0.23743069)","(75, 0, 0.22977469)","(25, 0, 0.23418099)","(44, 0, 0.23825895)","(221, 0, 0.23027915)","(96, 0, 0.23564881)","(76, 0, 0.23723721)"
7,"(75, 0, 0.22644539)","(174, 0, 0.21695325)","(246, 0, 0.21605009)","(229, 0, 0.23223502)","(9, 0, 0.22303163)","(225, 0, 0.2330704)","(244, 0, 0.23545061)","(183, 0, 0.24676499)","(202, 0, 0.23560529)","(164, 0, 0.2249617)","(97, 0, 0.22730172)","(219, 0, 0.23360469)","(115, 0, 0.22829736)","(156, 0, 0.22199935)","(158, 0, 0.23548935)","(51, 0, 0.22878199)"
8,"(116, 0, 0.22366615)","(4, 0, 0.21640307)","(22, 0, 0.21146654)","(73, 0, 0.23087016)","(37, 0, 0.22082968)","(69, 0, 0.22852075)","(221, 0, 0.23302082)","(210, 0, 0.24156517)","(143, 0, 0.23557961)","(224, 0, 0.21790637)","(197, 0, 0.22346119)","(89, 0, 0.2322079)","(251, 0, 0.22382887)","(87, 0, 0.22188637)","(95, 0, 0.23110405)","(178, 0, 0.22307541)"
