,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,"(43, 0, 0.89897069)","(126, 0, 0.84813486)","(21, 0, 0.85208305)","(22, 0, 0.85662471)","(40, 0, 0.86868168)","(174, 0, 0.87833953)","(210, 0, 0.82757854)","(166, 0, 0.77190452)","(171, 0, 0.69580869)","(247, 0, 0.9227963)","(21, 0, 0.95916753)","(136, 0, 0.84999583)","(9, 0, 0.76500722)","(207, 0, 0.81919258)","(78, 0, 0.79116816)","(60, 0, 0.78123786)"
1,"(42, 0, 0.63256733)","(225, 0, 0.6502034)","(44, 0, 0.60834948)","(245, 0, 0.61706116)","(41, 0, 0.63457572)","(175, 0, 0.72581331)","(211, 0, 0.61426652)","(167, 0, 0.71014267)","(170, 0, 0.65592988)","(204, 0, 0.69980657)","(5, 0, 0.64704289)","(137, 0, 0.6231299)","(117, 0, 0.6065364)","(206, 0, 0.74042471)","(79, 0, 0.75040928)","(104, 0, 0.6856309)"
2,"(90, 0, 0.58574867)","(127, 0, 0.64336662)","(73, 0, 0.60420718)","(193, 0, 0.61248525)","(131, 0, 0.62528761)","(69, 0, 0.58814879)","(37, 0, 0.60641258)","(149, 0, 0.61471455)","(131, 0, 0.62121082)","(179, 0, 0.63729579)","(171, 0, 0.59029964)","(125, 0, 0.62162642)","(75, 0, 0.58246239)","(152, 0, 0.63125498)","(23, 0, 0.64475064)","(61, 0, 0.68441921)"
3,"(119, 0, 0.58419314)","(83, 0, 0.62628421)","(108, 0, 0.59863734)","(161, 0, 0.59625643)","(198, 0, 0.61532469)","(74, 0, 0.58809028)","(103, 0, 0.59584422)","(226, 0, 0.60284212)","(192, 0, 0.61214411)","(142, 0, 0.61718366)","(33, 0, 0.58557998)","(200, 0, 0.59158591)","(253, 0, 0.57808587)","(103, 0, 0.60315648)","(127, 0, 0.6422494)","(83, 0, 0.65853766)"
4,"(204, 0, 0.57827107)","(213, 0, 0.60883907)","(202, 0, 0.58191311)","(79, 0, 0.58626531)","(248, 0, 0.61420942)","(22, 0, 0.58485708)","(23, 0, 0.59297952)","(208, 0, 0.59428484)","(232, 0, 0.60845001)","(92, 0, 0.61095774)","(94, 0, 0.5843271)","(147, 0, 0.58990048)","(190, 0, 0.57731767)","(228, 0, 0.58838845)","(62, 0, 0.62647717)","(135, 0, 0.62163697)"
5,"(174, 0, 0.57431197)","(81, 0, 0.59950769)","(150, 0, 0.57049081)","(213, 0, 0.56038395)","(220, 0, 0.60301079)","(157, 0, 0.57936417)","(240, 0, 0.58751146)","(54, 0, 0.59271974)","(189, 0, 0.60108675)","(0, 0, 0.59120375)","(193, 0, 0.57940123)","(190, 0, 0.58598111)","(28, 0, 0.57445423)","(146, 0, 0.58537823)","(190, 0, 0.62243663)","(49, 0, 0.6120178)"
6,"(120, 0, 0.57424549)","(197, 0, 0.59914408)","(45, 0, 0.57006955)","(54, 0, 0.55999163)","(125, 0, 0.59939882)","(11, 0, 0.57494606)","(137, 0, 0.57187803)","(175, 0, 0.59210663)","(9, 0, 0.59028564)","(83, 0, 0.58741299)","(52, 0, 0.5713841)","(129, 0, 0.58312802)","(121, 0, 0.5723849)","(155, 0, 0.58204539)","(212, 0, 0.60521013)","(15, 0, 0.60242763)"
7,"(188, 0, 0.56578469)","(64, 0, 0.5935479)","(49, 0, 0.56875646)","(232, 0, 0.55828481)","(81, 0, 0.59087416)","(196, 0, 0.57112013)","(216, 0, 0.5717794)","(88, 0, 0.59112469)","(31, 0, 0.58746565)","(12, 0, 0.58616712)","(217, 0, 0.57069178)","(17, 0, 0.57744738)","(53, 0, 0.56488114)","(175, 0, 0.57905248)","(55, 0, 0.60268296)","(234, 0, 0.6014019)"
8,"(213, 0, 0.56420717)","(74, 0, 0.58328406)","(164, 0, 0.56688695)","(5, 0, 0.55757249)","(54, 0, 0.57828947)","(81, 0, 0.56870191)","(67, 0, 0.57171077)","(197, 0, 0.56742064)","(115, 0, 0.58625828)","(103, 0, 0.58573669)","(216, 0, 0.56670392)","(12, 0, 0.57652257)","(242, 0, 0.55979986)","(91, 0, 0.56943797)","(119, 0, 0.59796515)","(20, 0, 0.60007961)"
