,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,24,2,0,0,0,0,0,33,0,0,0,66,0,49,0
0,"(43, 0, 0.92677575)","(83, 0, 0.84095388)","(207, 0, 0.91021637)","(22, 0, 0.85112279)","(40, 0, 0.84268568)","(174, 0, 0.88066772)","(210, 0, 0.87106765)","(166, 0, 0.88731298)","(226, 0, 0.84845519)","(247, 0, 0.89414939)","(21, 0, 0.94048686)","(136, 0, 0.89324267)","(132, 0, 0.84335519)","(207, 0, 0.84926865)","(134, 0, 0.87006589)","(60, 0, 0.88742233)"
1,"(137, 0, 0.84887469)","(138, 0, 0.83778852)","(162, 0, 0.87478971)","(234, 0, 0.83788326)","(200, 0, 0.82740099)","(175, 0, 0.87692396)","(62, 0, 0.86711954)","(42, 0, 0.85935445)","(94, 0, 0.84600843)","(86, 0, 0.84153706)","(10, 0, 0.85613587)","(221, 0, 0.88420881)","(238, 0, 0.82529184)","(0, 0, 0.8432547)","(66, 0, 0.84302662)","(135, 0, 0.88111398)"
2,"(209, 0, 0.84252646)","(4, 0, 0.83528195)","(21, 0, 0.8472593)","(122, 0, 0.83597878)","(9, 0, 0.8221847)","(210, 0, 0.86409758)","(116, 0, 0.85122996)","(44, 0, 0.84780367)","(217, 0, 0.83593236)","(21, 0, 0.83554589)","(178, 0, 0.84377563)","(128, 0, 0.84790644)","(49, 0, 0.82381393)","(245, 0, 0.83115782)","(55, 0, 0.83920801)","(55, 0, 0.86323279)"
3,"(184, 0, 0.83756536)","(191, 0, 0.83464186)","(43, 0, 0.84072418)","(20, 0, 0.83571765)","(68, 0, 0.81953284)","(200, 0, 0.85424932)","(85, 0, 0.84271935)","(15, 0, 0.84738471)","(199, 0, 0.83165676)","(253, 0, 0.83248474)","(81, 0, 0.84321986)","(213, 0, 0.82937392)","(239, 0, 0.80823048)","(158, 0, 0.824557)","(240, 0, 0.83850573)","(238, 0, 0.85329035)"
4,"(116, 0, 0.82891845)","(235, 0, 0.83462159)","(146, 0, 0.83159387)","(4, 0, 0.83377693)","(192, 0, 0.81863602)","(246, 0, 0.84968587)","(21, 0, 0.83735075)","(175, 0, 0.84422894)","(7, 0, 0.82939275)","(49, 0, 0.83049939)","(185, 0, 0.82107797)","(49, 0, 0.82663774)","(232, 0, 0.80803279)","(140, 0, 0.82455528)","(156, 0, 0.82618903)","(141, 0, 0.83401518)"
5,"(21, 0, 0.82827246)","(81, 0, 0.82027144)","(132, 0, 0.82657641)","(225, 0, 0.83268268)","(33, 0, 0.81432864)","(189, 0, 0.84503235)","(76, 0, 0.82840215)","(107, 0, 0.8284966)","(124, 0, 0.82757672)","(85, 0, 0.82746988)","(233, 0, 0.82102349)","(192, 0, 0.82019097)","(112, 0, 0.80335556)","(34, 0, 0.82147104)","(78, 0, 0.81827016)","(52, 0, 0.83007041)"
6,"(90, 0, 0.82218947)","(206, 0, 0.81977283)","(200, 0, 0.81950361)","(6, 0, 0.82626854)","(64, 0, 0.80906699)","(158, 0, 0.84118879)","(18, 0, 0.82111005)","(113, 0, 0.82487046)","(85, 0, 0.81784162)","(177, 0, 0.82640578)","(200, 0, 0.81827012)","(253, 0, 0.81659516)","(253, 0, 0.80262114)","(208, 0, 0.81652358)","(68, 0, 0.81478919)","(77, 0, 0.82079828)"
7,"(220, 0, 0.82146687)","(109, 0, 0.81549591)","(142, 0, 0.81845817)","(212, 0, 0.82260265)","(220, 0, 0.80352039)","(50, 0, 0.83371569)","(33, 0, 0.81061731)","(78, 0, 0.82405292)","(131, 0, 0.81333789)","(118, 0, 0.82616445)","(159, 0, 0.81416727)","(141, 0, 0.81117667)","(176, 0, 0.79930742)","(24, 0, 0.81464766)","(34, 0, 0.81405921)","(137, 0, 0.81907369)"
8,"(61, 0, 0.81044251)","(23, 0, 0.81350973)","(10, 0, 0.81733952)","(63, 0, 0.82258302)","(230, 0, 0.80332314)","(184, 0, 0.82688252)","(246, 0, 0.81059689)","(197, 0, 0.82214515)","(214, 0, 0.81158062)","(254, 0, 0.81032328)","(229, 0, 0.81294874)","(239, 0, 0.80900541)","(216, 0, 0.79868933)","(62, 0, 0.81445608)","(210, 0, 0.8119995)","(219, 0, 0.81577177)"
