,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,1,0,0,17,0,0,0,13,2,8,0
0,"(43, 0, 0.89972942)","(126, 0, 0.82229674)","(21, 0, 0.84447188)","(22, 0, 0.83843437)","(40, 0, 0.89218384)","(175, 0, 0.83457064)","(210, 0, 0.87831201)","(166, 0, 0.8670963)","(198, 0, 0.81429714)","(247, 0, 0.89202587)","(21, 0, 0.96343238)","(136, 0, 0.88402312)","(49, 0, 0.79936722)","(140, 0, 0.83578828)","(78, 0, 0.83295781)","(60, 0, 0.88259625)"
1,"(0, 0, 0.78401542)","(81, 0, 0.77244348)","(207, 0, 0.814317)","(122, 0, 0.82291691)","(31, 0, 0.78882276)","(174, 0, 0.82983569)","(116, 0, 0.76507772)","(113, 0, 0.81697967)","(59, 0, 0.79652978)","(21, 0, 0.86809996)","(10, 0, 0.85207672)","(221, 0, 0.84543737)","(231, 0, 0.78058891)","(134, 0, 0.80972895)","(242, 0, 0.78913314)","(238, 0, 0.85762138)"
2,"(110, 0, 0.78124581)","(19, 0, 0.76248693)","(142, 0, 0.78625685)","(4, 0, 0.8193752)","(9, 0, 0.7880206)","(246, 0, 0.79970501)","(97, 0, 0.75919912)","(197, 0, 0.81018708)","(188, 0, 0.79217364)","(150, 0, 0.83922286)","(185, 0, 0.83028844)","(128, 0, 0.8402649)","(128, 0, 0.77326853)","(207, 0, 0.80429348)","(19, 0, 0.78345736)","(135, 0, 0.84966009)"
3,"(132, 0, 0.77620643)","(31, 0, 0.7595863)","(83, 0, 0.78589467)","(225, 0, 0.81789079)","(174, 0, 0.78326583)","(181, 0, 0.79655952)","(49, 0, 0.75591406)","(107, 0, 0.80490089)","(90, 0, 0.78285848)","(253, 0, 0.82493144)","(48, 0, 0.77335142)","(213, 0, 0.79884841)","(140, 0, 0.76223448)","(206, 0, 0.77666486)","(194, 0, 0.78152031)","(19, 0, 0.79697321)"
4,"(135, 0, 0.77599997)","(204, 0, 0.75758167)","(162, 0, 0.78407132)","(160, 0, 0.78595168)","(175, 0, 0.7713639)","(112, 0, 0.78272371)","(168, 0, 0.74691233)","(177, 0, 0.80323329)","(7, 0, 0.78035659)","(254, 0, 0.80182958)","(190, 0, 0.7659859)","(200, 0, 0.79146762)","(207, 0, 0.76192144)","(169, 0, 0.77426059)","(204, 0, 0.76522877)","(52, 0, 0.77244299)"
5,"(137, 0, 0.77471919)","(206, 0, 0.75643952)","(174, 0, 0.77302565)","(20, 0, 0.76911068)","(254, 0, 0.76580964)","(50, 0, 0.78073992)","(230, 0, 0.74072542)","(226, 0, 0.79210109)","(124, 0, 0.77945028)","(244, 0, 0.80178836)","(169, 0, 0.75294083)","(224, 0, 0.77472594)","(43, 0, 0.76141571)","(158, 0, 0.77229752)","(190, 0, 0.76432715)","(141, 0, 0.76729698)"
6,"(119, 0, 0.76073674)","(138, 0, 0.75274905)","(63, 0, 0.76768596)","(88, 0, 0.76547674)","(11, 0, 0.76377259)","(48, 0, 0.77628427)","(76, 0, 0.74052584)","(15, 0, 0.78813697)","(219, 0, 0.77926877)","(189, 0, 0.79221638)","(197, 0, 0.75201506)","(253, 0, 0.76956341)","(190, 0, 0.74957904)","(152, 0, 0.76488938)","(210, 0, 0.76392877)","(176, 0, 0.76072807)"
7,"(232, 0, 0.76047896)","(119, 0, 0.7485909)","(43, 0, 0.76758017)","(135, 0, 0.76529284)","(77, 0, 0.75828586)","(241, 0, 0.77603162)","(225, 0, 0.73495944)","(145, 0, 0.78466712)","(232, 0, 0.77320593)","(40, 0, 0.78587475)","(33, 0, 0.7507622)","(217, 0, 0.76212198)","(41, 0, 0.74637603)","(116, 0, 0.7640539)","(239, 0, 0.75984516)","(228, 0, 0.76033835)"
8,"(13, 0, 0.75565654)","(26, 0, 0.74489555)","(23, 0, 0.76549484)","(6, 0, 0.76440048)","(207, 0, 0.75752809)","(111, 0, 0.77448825)","(85, 0, 0.73477979)","(147, 0, 0.76840414)","(199, 0, 0.77013726)","(57, 0, 0.77952058)","(236, 0, 0.74871663)","(45, 0, 0.75665293)","(196, 0, 0.74166527)","(75, 0, 0.76252772)","(79, 0, 0.75486767)","(200, 0, 0.75896469)"
