,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
0,"(43, 0, 0.90764085)","(126, 0, 0.8412565)","(21, 0, 0.83233222)","(22, 0, 0.85079435)","(40, 0, 0.85892824)","(174, 0, 0.85465073)","(210, 0, 0.84614939)","(166, 0, 0.79850981)","(131, 0, 0.67099222)","(247, 0, 0.90746765)","(21, 0, 0.95887787)","(136, 0, 0.84842733)","(9, 0, 0.77099853)","(207, 0, 0.80009846)","(78, 0, 0.8009501)","(60, 0, 0.78774086)"
1,"(119, 0, 0.72712998)","(225, 0, 0.70839746)","(56, 0, 0.65696443)","(128, 0, 0.66227404)","(41, 0, 0.69140849)","(175, 0, 0.72426921)","(162, 0, 0.66538805)","(167, 0, 0.72915215)","(202, 0, 0.66841937)","(179, 0, 0.71541036)","(5, 0, 0.66878149)","(200, 0, 0.65088352)","(121, 0, 0.68075092)","(206, 0, 0.79215648)","(79, 0, 0.73131899)","(104, 0, 0.7471675)"
2,"(96, 0, 0.64976071)","(197, 0, 0.67831394)","(108, 0, 0.65480186)","(193, 0, 0.64007544)","(54, 0, 0.6774094)","(86, 0, 0.63683698)","(97, 0, 0.66111771)","(95, 0, 0.66171955)","(171, 0, 0.66537525)","(92, 0, 0.70911821)","(33, 0, 0.66350984)","(230, 0, 0.64127499)","(117, 0, 0.64963542)","(152, 0, 0.6661277)","(60, 0, 0.67388987)","(83, 0, 0.68675764)"
3,"(120, 0, 0.64792745)","(25, 0, 0.66492068)","(174, 0, 0.65078041)","(137, 0, 0.63491369)","(199, 0, 0.66553873)","(184, 0, 0.63432584)","(37, 0, 0.65974378)","(169, 0, 0.66089488)","(234, 0, 0.64642852)","(98, 0, 0.68413602)","(94, 0, 0.64739337)","(190, 0, 0.63592058)","(49, 0, 0.64767044)","(146, 0, 0.65818841)","(110, 0, 0.65583326)","(226, 0, 0.66464644)"
4,"(42, 0, 0.644536)","(81, 0, 0.65765984)","(177, 0, 0.64719049)","(213, 0, 0.61852367)","(172, 0, 0.64108749)","(22, 0, 0.62271712)","(170, 0, 0.64950613)","(209, 0, 0.65972127)","(188, 0, 0.64589031)","(40, 0, 0.66177704)","(57, 0, 0.63783513)","(77, 0, 0.63361936)","(75, 0, 0.640861)","(28, 0, 0.63529562)","(84, 0, 0.64926001)","(61, 0, 0.65885944)"
5,"(132, 0, 0.63783009)","(83, 0, 0.65598228)","(207, 0, 0.63244144)","(165, 0, 0.6173492)","(43, 0, 0.63336648)","(74, 0, 0.60989832)","(236, 0, 0.63584808)","(226, 0, 0.65211097)","(214, 0, 0.64425855)","(0, 0, 0.65994612)","(4, 0, 0.63703411)","(12, 0, 0.63270968)","(141, 0, 0.63631111)","(134, 0, 0.63443733)","(127, 0, 0.64633854)","(234, 0, 0.65467505)"
6,"(244, 0, 0.6224273)","(213, 0, 0.65427724)","(106, 0, 0.63068577)","(234, 0, 0.61179491)","(189, 0, 0.63204687)","(11, 0, 0.60933559)","(226, 0, 0.6347347)","(172, 0, 0.64713327)","(159, 0, 0.64079104)","(103, 0, 0.65423844)","(150, 0, 0.63420965)","(125, 0, 0.62956073)","(173, 0, 0.63263947)","(103, 0, 0.62934439)","(2, 0, 0.64632843)","(200, 0, 0.65213694)"
7,"(232, 0, 0.61768164)","(119, 0, 0.6463313)","(162, 0, 0.62941531)","(204, 0, 0.61146572)","(224, 0, 0.62044519)","(51, 0, 0.60795998)","(51, 0, 0.63366489)","(0, 0, 0.64516648)","(162, 0, 0.63578595)","(50, 0, 0.6519099)","(215, 0, 0.63094607)","(114, 0, 0.62312844)","(190, 0, 0.62885384)","(228, 0, 0.62029704)","(193, 0, 0.64121606)","(148, 0, 0.64485173)"
8,"(54, 0, 0.6154387)","(147, 0, 0.64492344)","(50, 0, 0.62860317)","(59, 0, 0.60857657)","(53, 0, 0.61994774)","(69, 0, 0.60785615)","(93, 0, 0.62522252)","(175, 0, 0.63951233)","(192, 0, 0.62963439)","(142, 0, 0.65129848)","(217, 0, 0.63093306)","(49, 0, 0.62040927)","(85, 0, 0.62301223)","(251, 0, 0.61945916)","(68, 0, 0.63896751)","(57, 0, 0.64120346)"
