,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,"(43, 0, 0.85633268)","(126, 0, 0.80014594)","(21, 0, 0.82707895)","(22, 0, 0.769289)","(40, 0, 0.8527896)","(174, 0, 0.87752822)","(210, 0, 0.74359186)","(166, 0, 0.83055404)","(170, 0, 0.6177294)","(247, 0, 0.86709716)","(21, 0, 0.92787857)","(136, 0, 0.83974172)","(9, 0, 0.63131588)","(207, 0, 0.79739328)","(79, 0, 0.77836824)","(60, 0, 0.79865395)"
1,"(42, 0, 0.65161198)","(127, 0, 0.63064491)","(20, 0, 0.60506215)","(23, 0, 0.62185418)","(41, 0, 0.61659029)","(175, 0, 0.63762064)","(211, 0, 0.6287993)","(167, 0, 0.62641462)","(171, 0, 0.5943568)","(246, 0, 0.62172207)","(20, 0, 0.62263881)","(137, 0, 0.61431622)","(8, 0, 0.60919661)","(206, 0, 0.62042721)","(78, 0, 0.5977578)","(61, 0, 0.61408402)"
2,"(169, 0, 0.24720931)","(216, 0, 0.24928193)","(150, 0, 0.23337263)","(149, 0, 0.25093187)","(170, 0, 0.26521497)","(44, 0, 0.27725244)","(81, 0, 0.26195977)","(36, 0, 0.2534974)","(41, 0, 0.23169591)","(116, 0, 0.24304405)","(168, 0, 0.21617549)","(10, 0, 0.24924735)","(138, 0, 0.22518405)","(241, 0, 0.23883989)","(205, 0, 0.23961085)","(191, 0, 0.27098159)"
3,"(168, 0, 0.24571338)","(252, 0, 0.23522442)","(3, 0, 0.23306308)","(45, 0, 0.22357982)","(26, 0, 0.19543804)","(145, 0, 0.23989077)","(80, 0, 0.25665423)","(152, 0, 0.22591978)","(40, 0, 0.2126776)","(117, 0, 0.23824778)","(41, 0, 0.20408198)","(131, 0, 0.2224708)","(139, 0, 0.19935222)","(76, 0, 0.23769607)","(204, 0, 0.22038996)","(201, 0, 0.23878358)"
4,"(30, 0, 0.2179483)","(65, 0, 0.21875442)","(224, 0, 0.23089586)","(237, 0, 0.21549163)","(94, 0, 0.19356819)","(91, 0, 0.23946284)","(231, 0, 0.21648338)","(147, 0, 0.2247648)","(219, 0, 0.19102389)","(201, 0, 0.21033208)","(224, 0, 0.1942208)","(20, 0, 0.22200065)","(175, 0, 0.19266278)","(77, 0, 0.23246365)","(185, 0, 0.22032894)","(52, 0, 0.23686029)"
5,"(240, 0, 0.20287251)","(253, 0, 0.21187772)","(237, 0, 0.19981726)","(40, 0, 0.21418013)","(23, 0, 0.19202076)","(45, 0, 0.21603435)","(233, 0, 0.2155163)","(1, 0, 0.22027226)","(162, 0, 0.18869493)","(2, 0, 0.20866896)","(62, 0, 0.19399438)","(125, 0, 0.206154)","(50, 0, 0.18886362)","(15, 0, 0.2110443)","(160, 0, 0.20986721)","(190, 0, 0.2208077)"
6,"(16, 0, 0.19780768)","(197, 0, 0.21183209)","(178, 0, 0.19629421)","(227, 0, 0.21236393)","(221, 0, 0.19016347)","(156, 0, 0.2131388)","(217, 0, 0.20618179)","(114, 0, 0.19874915)","(0, 0, 0.18867758)","(125, 0, 0.20577746)","(110, 0, 0.19380775)","(17, 0, 0.19930495)","(10, 0, 0.18343246)","(239, 0, 0.20808937)","(113, 0, 0.204283)","(246, 0, 0.20493024)"
7,"(150, 0, 0.19764915)","(146, 0, 0.20942399)","(88, 0, 0.19321224)","(26, 0, 0.21186545)","(129, 0, 0.19010654)","(163, 0, 0.20741848)","(225, 0, 0.20461527)","(86, 0, 0.19678793)","(76, 0, 0.18814869)","(225, 0, 0.20532304)","(150, 0, 0.19241198)","(38, 0, 0.19192914)","(60, 0, 0.17527773)","(196, 0, 0.19706835)","(115, 0, 0.1938954)","(113, 0, 0.20319375)"
8,"(103, 0, 0.1963709)","(55, 0, 0.20302857)","(151, 0, 0.19011199)","(177, 0, 0.21062812)","(103, 0, 0.18436016)","(28, 0, 0.2014068)","(255, 0, 0.20250836)","(175, 0, 0.19672621)","(132, 0, 0.18111892)","(168, 0, 0.20435796)","(151, 0, 0.19160832)","(46, 0, 0.19039608)","(195, 0, 0.1737581)","(240, 0, 0.19698107)","(233, 0, 0.19250569)","(3, 0, 0.19881)"
