,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,"(43, 0, 0.85471406)","(126, 0, 0.81032461)","(21, 0, 0.82534436)","(22, 0, 0.76405842)","(40, 0, 0.86223601)","(174, 0, 0.87430288)","(210, 0, 0.7423906)","(166, 0, 0.82203916)","(170, 0, 0.61495144)","(247, 0, 0.86556197)","(21, 0, 0.93135539)","(136, 0, 0.83322418)","(9, 0, 0.63212769)","(207, 0, 0.79831831)","(79, 0, 0.785283)","(60, 0, 0.80046619)"
1,"(42, 0, 0.64384223)","(127, 0, 0.62349189)","(20, 0, 0.61367586)","(23, 0, 0.61970074)","(41, 0, 0.62359427)","(175, 0, 0.63932124)","(211, 0, 0.63368228)","(167, 0, 0.62255612)","(171, 0, 0.60031201)","(246, 0, 0.62285809)","(20, 0, 0.62303629)","(137, 0, 0.61372396)","(8, 0, 0.60656418)","(206, 0, 0.61796897)","(78, 0, 0.62791592)","(61, 0, 0.60850987)"
2,"(169, 0, 0.24069369)","(65, 0, 0.21100946)","(224, 0, 0.23233971)","(148, 0, 0.22586634)","(170, 0, 0.2662808)","(44, 0, 0.26069941)","(81, 0, 0.25218229)","(36, 0, 0.24944711)","(41, 0, 0.22161744)","(117, 0, 0.2473157)","(224, 0, 0.20890687)","(10, 0, 0.23012352)","(138, 0, 0.21612701)","(241, 0, 0.22376026)","(205, 0, 0.2460401)","(191, 0, 0.24722298)"
3,"(168, 0, 0.23976878)","(252, 0, 0.20929608)","(3, 0, 0.21886064)","(149, 0, 0.21759244)","(171, 0, 0.19624111)","(45, 0, 0.22570323)","(80, 0, 0.24950707)","(152, 0, 0.21820124)","(40, 0, 0.20916472)","(116, 0, 0.2453403)","(168, 0, 0.20622944)","(125, 0, 0.22203345)","(139, 0, 0.1979731)","(76, 0, 0.22043387)","(204, 0, 0.2350693)","(190, 0, 0.22579282)"
4,"(30, 0, 0.19965484)","(216, 0, 0.20733797)","(150, 0, 0.2084748)","(41, 0, 0.21500649)","(221, 0, 0.18131047)","(91, 0, 0.22224555)","(167, 0, 0.21392136)","(37, 0, 0.21682814)","(152, 0, 0.18015861)","(2, 0, 0.21087875)","(151, 0, 0.20108684)","(11, 0, 0.21732341)","(40, 0, 0.18001784)","(77, 0, 0.21612433)","(100, 0, 0.20421812)","(52, 0, 0.20945264)"
5,"(24, 0, 0.19353924)","(139, 0, 0.20613974)","(151, 0, 0.2077682)","(45, 0, 0.19843037)","(180, 0, 0.1774231)","(145, 0, 0.19694767)","(231, 0, 0.20755309)","(147, 0, 0.21545604)","(219, 0, 0.17785201)","(201, 0, 0.20446062)","(150, 0, 0.19782315)","(17, 0, 0.20348162)","(174, 0, 0.17646199)","(240, 0, 0.20302752)","(113, 0, 0.19995703)","(201, 0, 0.20777849)"
6,"(54, 0, 0.1923574)","(253, 0, 0.20427992)","(178, 0, 0.19057846)","(40, 0, 0.19659163)","(222, 0, 0.17535345)","(165, 0, 0.19474456)","(225, 0, 0.20452119)","(153, 0, 0.20320999)","(144, 0, 0.17608309)","(225, 0, 0.19799221)","(241, 0, 0.19611482)","(131, 0, 0.19913197)","(50, 0, 0.1734894)","(105, 0, 0.18505729)","(82, 0, 0.19894397)","(113, 0, 0.19532854)"
7,"(222, 0, 0.19184568)","(180, 0, 0.18877576)","(32, 0, 0.18825171)","(227, 0, 0.18808955)","(11, 0, 0.17463515)","(156, 0, 0.19265623)","(2, 0, 0.20353284)","(1, 0, 0.19471515)","(70, 0, 0.17438989)","(200, 0, 0.19289179)","(178, 0, 0.1925134)","(183, 0, 0.19484884)","(46, 0, 0.17132022)","(31, 0, 0.18210869)","(233, 0, 0.19789718)","(3, 0, 0.18648484)"
8,"(240, 0, 0.18936689)","(186, 0, 0.18632713)","(197, 0, 0.18681493)","(138, 0, 0.18166464)","(93, 0, 0.17186857)","(155, 0, 0.1903961)","(253, 0, 0.19269542)","(148, 0, 0.1944494)","(132, 0, 0.1734282)","(186, 0, 0.1905507)","(43, 0, 0.18418822)","(51, 0, 0.19430863)","(175, 0, 0.1691633)","(58, 0, 0.18053188)","(186, 0, 0.18592042)","(155, 0, 0.18165599)"
