,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,"(43, 0, 0.87559715)","(126, 0, 0.82384981)","(21, 0, 0.82555741)","(22, 0, 0.74661757)","(40, 0, 0.8599513)","(174, 0, 0.85869399)","(210, 0, 0.74173243)","(166, 0, 0.81086517)","(170, 0, 0.62916848)","(247, 0, 0.87758596)","(21, 0, 0.93345649)","(136, 0, 0.85282975)","(9, 0, 0.62101698)","(207, 0, 0.83093521)","(79, 0, 0.76318076)","(60, 0, 0.80899252)"
1,"(42, 0, 0.62505632)","(127, 0, 0.61640615)","(20, 0, 0.6028899)","(23, 0, 0.64717253)","(41, 0, 0.62046813)","(175, 0, 0.64041672)","(211, 0, 0.65077833)","(167, 0, 0.58659471)","(171, 0, 0.62204606)","(246, 0, 0.58816611)","(20, 0, 0.60707449)","(137, 0, 0.64701032)","(8, 0, 0.61902857)","(206, 0, 0.63035265)","(78, 0, 0.6083297)","(61, 0, 0.5883552)"
2,"(16, 0, 0.2615913)","(200, 0, 0.29719986)","(82, 0, 0.24673312)","(177, 0, 0.24848358)","(74, 0, 0.27539909)","(244, 0, 0.26671451)","(114, 0, 0.2684459)","(238, 0, 0.23491574)","(241, 0, 0.28165503)","(234, 0, 0.27043044)","(249, 0, 0.28856489)","(19, 0, 0.28954291)","(105, 0, 0.25988667)","(85, 0, 0.2654042)","(0, 0, 0.26076146)","(155, 0, 0.25271723)"
3,"(101, 0, 0.26025268)","(229, 0, 0.27922146)","(206, 0, 0.22957576)","(118, 0, 0.24620631)","(179, 0, 0.26251142)","(207, 0, 0.25788923)","(72, 0, 0.26833911)","(60, 0, 0.2287829)","(202, 0, 0.24257741)","(39, 0, 0.25573963)","(91, 0, 0.28478672)","(231, 0, 0.28243904)","(65, 0, 0.23956194)","(148, 0, 0.24951279)","(212, 0, 0.24759756)","(231, 0, 0.25257095)"
4,"(177, 0, 0.24755082)","(30, 0, 0.26348431)","(143, 0, 0.22720787)","(98, 0, 0.23982953)","(102, 0, 0.2531737)","(15, 0, 0.24838857)","(156, 0, 0.25454439)","(46, 0, 0.22814007)","(49, 0, 0.24202375)","(176, 0, 0.25340438)","(178, 0, 0.27322465)","(207, 0, 0.26286662)","(146, 0, 0.23158218)","(174, 0, 0.24875812)","(189, 0, 0.23596425)","(111, 0, 0.25198868)"
5,"(112, 0, 0.24611373)","(57, 0, 0.25080081)","(40, 0, 0.22486447)","(69, 0, 0.23528084)","(103, 0, 0.24663726)","(225, 0, 0.2416994)","(73, 0, 0.25213662)","(228, 0, 0.22255981)","(28, 0, 0.23042221)","(109, 0, 0.24752363)","(97, 0, 0.27238925)","(47, 0, 0.25730155)","(29, 0, 0.22162921)","(244, 0, 0.24068252)","(3, 0, 0.23441772)","(33, 0, 0.24938901)"
6,"(55, 0, 0.24353256)","(19, 0, 0.24734885)","(1, 0, 0.22400931)","(76, 0, 0.23427966)","(119, 0, 0.24297392)","(53, 0, 0.23946284)","(179, 0, 0.25074635)","(245, 0, 0.22230161)","(48, 0, 0.21952854)","(60, 0, 0.24622626)","(96, 0, 0.25182137)","(255, 0, 0.25221595)","(147, 0, 0.22138677)","(87, 0, 0.23550162)","(232, 0, 0.23217498)","(13, 0, 0.24185584)"
7,"(113, 0, 0.24268221)","(192, 0, 0.24555175)","(175, 0, 0.22069056)","(140, 0, 0.23088275)","(206, 0, 0.2383439)","(92, 0, 0.23385705)","(233, 0, 0.24198065)","(91, 0, 0.21951493)","(139, 0, 0.2147788)","(7, 0, 0.24264631)","(117, 0, 0.25033193)","(104, 0, 0.24908669)","(179, 0, 0.21918032)","(186, 0, 0.229832)","(21, 0, 0.22993757)","(7, 0, 0.23823101)"
8,"(176, 0, 0.2367583)","(228, 0, 0.24183214)","(142, 0, 0.21987002)","(44, 0, 0.23055051)","(178, 0, 0.2376686)","(14, 0, 0.22948361)","(70, 0, 0.2398973)","(142, 0, 0.21332316)","(254, 0, 0.21272387)","(37, 0, 0.23991427)","(142, 0, 0.24605817)","(156, 0, 0.24573303)","(169, 0, 0.21779268)","(173, 0, 0.22796083)","(46, 0, 0.22728661)","(145, 0, 0.22945319)"
