,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.90780869)","(126, 0, 0.82695731)","(21, 0, 0.80421783)","(22, 0, 0.77546311)","(40, 0, 0.875871)","(174, 0, 0.85112838)","(210, 0, 0.72737284)","(166, 0, 0.84768937)","(171, 0, 0.71033319)","(247, 0, 0.86238135)","(21, 0, 0.94727123)","(136, 0, 0.88761618)","(9, 0, 0.62841757)","(207, 0, 0.80049564)","(79, 0, 0.77719339)","(60, 0, 0.86434901)"
1,"(42, 0, 0.67460885)","(127, 0, 0.67286671)","(168, 0, 0.50531715)","(23, 0, 0.63669592)","(41, 0, 0.59084301)","(175, 0, 0.66867958)","(211, 0, 0.72711592)","(17, 0, 0.47603005)","(170, 0, 0.60933179)","(246, 0, 0.60085802)","(20, 0, 0.60264707)","(137, 0, 0.6177457)","(8, 0, 0.60610088)","(206, 0, 0.66964536)","(78, 0, 0.57687619)","(61, 0, 0.5364717)"
2,"(50, 0, 0.48797732)","(109, 0, 0.48712404)","(20, 0, 0.45620508)","(82, 0, 0.44060689)","(102, 0, 0.44222905)","(160, 0, 0.46019483)","(118, 0, 0.52040927)","(167, 0, 0.46158031)","(94, 0, 0.55013377)","(156, 0, 0.46173311)","(178, 0, 0.50986359)","(47, 0, 0.44246344)","(184, 0, 0.50702243)","(64, 0, 0.45703592)","(114, 0, 0.52388055)","(98, 0, 0.4492846)"
3,"(192, 0, 0.47864739)","(171, 0, 0.44323969)","(155, 0, 0.4343318)","(144, 0, 0.42891844)","(61, 0, 0.43844041)","(146, 0, 0.45522741)","(50, 0, 0.46379407)","(133, 0, 0.43905564)","(213, 0, 0.45683144)","(195, 0, 0.45600143)","(209, 0, 0.46350794)","(231, 0, 0.432271)","(90, 0, 0.48613465)","(181, 0, 0.44643222)","(51, 0, 0.45698032)","(190, 0, 0.43219251)"
4,"(233, 0, 0.44125659)","(240, 0, 0.44186166)","(24, 0, 0.43050579)","(244, 0, 0.42889706)","(98, 0, 0.42923123)","(4, 0, 0.44981137)","(40, 0, 0.44648273)","(95, 0, 0.42345454)","(226, 0, 0.44615563)","(39, 0, 0.4557757)","(49, 0, 0.45523487)","(187, 0, 0.43082458)","(71, 0, 0.46577121)","(186, 0, 0.44260584)","(116, 0, 0.45562578)","(41, 0, 0.43164043)"
5,"(246, 0, 0.44059743)","(27, 0, 0.43291416)","(84, 0, 0.42716898)","(48, 0, 0.42647356)","(44, 0, 0.42822498)","(88, 0, 0.43331405)","(156, 0, 0.43508751)","(56, 0, 0.4193889)","(249, 0, 0.43799155)","(164, 0, 0.4552675)","(206, 0, 0.4418515)","(242, 0, 0.42996799)","(50, 0, 0.44082909)","(234, 0, 0.43893567)","(97, 0, 0.44748908)","(99, 0, 0.42647764)"
6,"(16, 0, 0.43799305)","(111, 0, 0.43089964)","(147, 0, 0.423686)","(118, 0, 0.42519518)","(206, 0, 0.42582525)","(252, 0, 0.43168605)","(230, 0, 0.43172487)","(102, 0, 0.41572566)","(2, 0, 0.43685491)","(8, 0, 0.45329527)","(91, 0, 0.43537708)","(85, 0, 0.42098866)","(149, 0, 0.43949439)","(175, 0, 0.43755884)","(197, 0, 0.43118721)","(189, 0, 0.42446853)"
7,"(40, 0, 0.43507069)","(36, 0, 0.42555805)","(113, 0, 0.42310566)","(134, 0, 0.42147336)","(68, 0, 0.42399792)","(68, 0, 0.42136891)","(114, 0, 0.43143138)","(66, 0, 0.41417352)","(198, 0, 0.43426959)","(149, 0, 0.44507883)","(197, 0, 0.4308918)","(106, 0, 0.41854184)","(104, 0, 0.43638478)","(225, 0, 0.42978534)","(54, 0, 0.42240891)","(59, 0, 0.42198381)"
8,"(183, 0, 0.43104621)","(114, 0, 0.42499543)","(123, 0, 0.42130591)","(187, 0, 0.41829837)","(134, 0, 0.41916752)","(131, 0, 0.41283999)","(84, 0, 0.42877781)","(209, 0, 0.4139052)","(19, 0, 0.42845483)","(81, 0, 0.44501657)","(46, 0, 0.43015045)","(209, 0, 0.41439298)","(27, 0, 0.43538063)","(115, 0, 0.42630165)","(175, 0, 0.42088689)","(51, 0, 0.4147522)"
