,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,1,0,10,16,0,7,0,19,0,0,1,30,4,6,1
0,"(43, 0, 0.9269444)","(140, 0, 0.86401851)","(21, 0, 0.88484917)","(29, 0, 0.85177326)","(52, 0, 0.82542505)","(174, 0, 0.87333095)","(41, 0, 0.89770195)","(166, 0, 0.90462346)","(71, 0, 0.8835704)","(247, 0, 0.89568534)","(21, 0, 0.94301088)","(20, 0, 0.88900488)","(182, 0, 0.85617067)","(31, 0, 0.8842546)","(183, 0, 0.90581468)","(101, 0, 0.84625938)"
1,"(52, 0, 0.85874744)","(126, 0, 0.86055381)","(2, 0, 0.88228532)","(239, 0, 0.84507731)","(188, 0, 0.82457704)","(247, 0, 0.84966975)","(104, 0, 0.88123982)","(228, 0, 0.88195871)","(87, 0, 0.81639136)","(239, 0, 0.86003521)","(55, 0, 0.85177639)","(136, 0, 0.86994968)","(32, 0, 0.8341471)","(30, 0, 0.87888685)","(136, 0, 0.81713536)","(60, 0, 0.84234302)"
2,"(189, 0, 0.83639859)","(115, 0, 0.84959107)","(50, 0, 0.8561685)","(105, 0, 0.83560226)","(111, 0, 0.81906273)","(172, 0, 0.84177855)","(34, 0, 0.84587814)","(118, 0, 0.82607325)","(205, 0, 0.81576532)","(251, 0, 0.85912807)","(178, 0, 0.8475895)","(118, 0, 0.83955028)","(40, 0, 0.83211481)","(105, 0, 0.84692256)","(7, 0, 0.81696252)","(97, 0, 0.83792163)"
3,"(36, 0, 0.83408056)","(184, 0, 0.83555461)","(69, 0, 0.8393243)","(118, 0, 0.8310627)","(120, 0, 0.81703577)","(87, 0, 0.81811236)","(39, 0, 0.84456554)","(163, 0, 0.82440192)","(233, 0, 0.81433157)","(221, 0, 0.84304949)","(194, 0, 0.83765602)","(246, 0, 0.83376775)","(76, 0, 0.82017515)","(240, 0, 0.84450009)","(235, 0, 0.81603436)","(190, 0, 0.83005587)"
4,"(80, 0, 0.83279529)","(142, 0, 0.82920886)","(22, 0, 0.83868829)","(1, 0, 0.82261275)","(57, 0, 0.81654735)","(106, 0, 0.80787868)","(79, 0, 0.83930484)","(132, 0, 0.82191823)","(100, 0, 0.81187746)","(95, 0, 0.82617476)","(31, 0, 0.83653558)","(209, 0, 0.82908185)","(126, 0, 0.81410528)","(207, 0, 0.8405489)","(140, 0, 0.81511688)","(7, 0, 0.82705938)"
5,"(205, 0, 0.82373814)","(30, 0, 0.8279748)","(124, 0, 0.83595295)","(53, 0, 0.82216574)","(47, 0, 0.80331892)","(164, 0, 0.80713814)","(8, 0, 0.83048098)","(249, 0, 0.82016557)","(98, 0, 0.80718982)","(23, 0, 0.82002676)","(192, 0, 0.83606107)","(68, 0, 0.82059835)","(77, 0, 0.81202812)","(208, 0, 0.83968605)","(222, 0, 0.81359769)","(122, 0, 0.8253279)"
6,"(24, 0, 0.8213004)","(65, 0, 0.82047011)","(105, 0, 0.83440078)","(19, 0, 0.82170131)","(88, 0, 0.80217822)","(142, 0, 0.80387394)","(60, 0, 0.82899363)","(202, 0, 0.81646164)","(9, 0, 0.80547485)","(173, 0, 0.81836145)","(173, 0, 0.82153258)","(16, 0, 0.81418437)","(35, 0, 0.81124026)","(14, 0, 0.83624631)","(79, 0, 0.80665033)","(221, 0, 0.82122197)"
7,"(40, 0, 0.82000741)","(182, 0, 0.81515381)","(165, 0, 0.83380354)","(178, 0, 0.82166578)","(224, 0, 0.7991704)","(96, 0, 0.80362719)","(210, 0, 0.82129618)","(133, 0, 0.81055157)","(203, 0, 0.80410816)","(103, 0, 0.81818259)","(77, 0, 0.81602139)","(184, 0, 0.81082117)","(255, 0, 0.80269714)","(77, 0, 0.83227244)","(40, 0, 0.80193899)","(194, 0, 0.81793795)"
8,"(175, 0, 0.81971012)","(189, 0, 0.80880033)","(52, 0, 0.82438782)","(199, 0, 0.81994725)","(218, 0, 0.79886587)","(50, 0, 0.80163764)","(4, 0, 0.82008955)","(203, 0, 0.81033361)","(199, 0, 0.79941049)","(113, 0, 0.8112419)","(10, 0, 0.81485451)","(11, 0, 0.80764011)","(226, 0, 0.79996988)","(109, 0, 0.82959303)","(86, 0, 0.79995226)","(108, 0, 0.81723419)"
