,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0
0,"(43, 0, 0.87220222)","(126, 0, 0.85083248)","(21, 0, 0.83685943)","(22, 0, 0.75328469)","(40, 0, 0.82554064)","(174, 0, 0.83958702)","(210, 0, 0.78033093)","(166, 0, 0.87561843)","(170, 0, 0.70083907)","(247, 0, 0.85951567)","(21, 0, 0.93967876)","(136, 0, 0.78625178)","(8, 0, 0.66223681)","(207, 0, 0.7904881)","(79, 0, 0.73283763)","(60, 0, 0.76452183)"
1,"(95, 0, 0.63479818)","(65, 0, 0.69606477)","(201, 0, 0.62785475)","(23, 0, 0.66889527)","(233, 0, 0.62290791)","(131, 0, 0.64191638)","(81, 0, 0.687776)","(167, 0, 0.71273392)","(46, 0, 0.62164745)","(46, 0, 0.7019198)","(20, 0, 0.66144516)","(169, 0, 0.64083733)","(115, 0, 0.64052524)","(76, 0, 0.69082632)","(243, 0, 0.68473577)","(46, 0, 0.62502878)"
2,"(189, 0, 0.62285961)","(88, 0, 0.66403293)","(20, 0, 0.62502199)","(219, 0, 0.61686614)","(209, 0, 0.61738615)","(241, 0, 0.63414175)","(211, 0, 0.64343753)","(41, 0, 0.69389865)","(171, 0, 0.62045552)","(246, 0, 0.64443056)","(142, 0, 0.60707181)","(137, 0, 0.62425761)","(32, 0, 0.60941986)","(206, 0, 0.64643679)","(226, 0, 0.60788517)","(246, 0, 0.61422412)"
3,"(169, 0, 0.61986041)","(154, 0, 0.63694239)","(203, 0, 0.6136791)","(178, 0, 0.61181789)","(140, 0, 0.603491)","(202, 0, 0.62815168)","(183, 0, 0.62438088)","(79, 0, 0.66621524)","(132, 0, 0.60398313)","(170, 0, 0.61249236)","(250, 0, 0.5797857)","(176, 0, 0.62172412)","(205, 0, 0.60809312)","(163, 0, 0.61653679)","(78, 0, 0.60530434)","(253, 0, 0.61177381)"
4,"(200, 0, 0.58957224)","(175, 0, 0.61453268)","(129, 0, 0.60884403)","(67, 0, 0.60846136)","(77, 0, 0.60163734)","(117, 0, 0.59394512)","(218, 0, 0.61004226)","(137, 0, 0.59500172)","(177, 0, 0.6039783)","(251, 0, 0.60660769)","(53, 0, 0.57818481)","(20, 0, 0.61263406)","(75, 0, 0.60372488)","(214, 0, 0.59426211)","(162, 0, 0.60172101)","(137, 0, 0.60824653)"
5,"(152, 0, 0.57597856)","(127, 0, 0.61050961)","(143, 0, 0.60775955)","(135, 0, 0.59695073)","(41, 0, 0.59426507)","(187, 0, 0.58202769)","(99, 0, 0.60201931)","(37, 0, 0.58475301)","(64, 0, 0.59943801)","(142, 0, 0.59678531)","(169, 0, 0.57340274)","(246, 0, 0.6113363)","(206, 0, 0.60015227)","(245, 0, 0.59315335)","(187, 0, 0.59769358)","(191, 0, 0.5989395)"
6,"(109, 0, 0.57421576)","(148, 0, 0.60155866)","(89, 0, 0.60346424)","(55, 0, 0.59037576)","(206, 0, 0.58906732)","(67, 0, 0.57569875)","(45, 0, 0.5992659)","(160, 0, 0.58440147)","(40, 0, 0.59435835)","(10, 0, 0.59103063)","(114, 0, 0.5707322)","(155, 0, 0.59636504)","(179, 0, 0.59832454)","(198, 0, 0.59312861)","(130, 0, 0.59652124)","(156, 0, 0.58509716)"
7,"(105, 0, 0.57290411)","(189, 0, 0.59706759)","(0, 0, 0.584869)","(244, 0, 0.57530072)","(134, 0, 0.58863912)","(255, 0, 0.57343737)","(195, 0, 0.5952822)","(205, 0, 0.58388885)","(252, 0, 0.59249526)","(179, 0, 0.58657281)","(187, 0, 0.56744109)","(55, 0, 0.59321569)","(175, 0, 0.59743604)","(246, 0, 0.59261063)","(151, 0, 0.58452511)","(42, 0, 0.58469141)"
8,"(16, 0, 0.57129302)","(7, 0, 0.59693943)","(238, 0, 0.58483391)","(52, 0, 0.57393409)","(24, 0, 0.58408725)","(8, 0, 0.5595622)","(250, 0, 0.58525486)","(187, 0, 0.58327319)","(123, 0, 0.58383268)","(44, 0, 0.58358593)","(59, 0, 0.56637792)","(219, 0, 0.58641627)","(126, 0, 0.57960951)","(171, 0, 0.59103452)","(15, 0, 0.57957)","(213, 0, 0.5782048)"
