,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,6,0,2,0,0,79,0,0,0,23,1,0,5
0,"(43, 0, 0.88007977)","(126, 0, 0.91186827)","(21, 0, 0.80425519)","(158, 0, 0.83533583)","(40, 0, 0.92237737)","(216, 0, 0.89099675)","(210, 0, 0.84362295)","(166, 0, 0.86927603)","(0, 0, 0.6440127)","(247, 0, 0.87888761)","(21, 0, 0.92506847)","(136, 0, 0.87115364)","(213, 0, 0.55312904)","(193, 0, 0.7662266)","(79, 0, 0.83945065)","(165, 0, 0.73286866)"
1,"(208, 0, 0.81295308)","(42, 0, 0.84745791)","(221, 0, 0.73105695)","(66, 0, 0.81899909)","(57, 0, 0.85993652)","(65, 0, 0.88183552)","(26, 0, 0.80868828)","(63, 0, 0.82830581)","(15, 0, 0.62914129)","(144, 0, 0.79553482)","(130, 0, 0.86202163)","(84, 0, 0.86948341)","(170, 0, 0.54661274)","(207, 0, 0.762546)","(94, 0, 0.83732598)","(255, 0, 0.71771421)"
2,"(107, 0, 0.80662554)","(36, 0, 0.84651033)","(91, 0, 0.72925361)","(43, 0, 0.81739005)","(79, 0, 0.85746593)","(174, 0, 0.88009781)","(195, 0, 0.78145413)","(230, 0, 0.82459005)","(176, 0, 0.62762273)","(52, 0, 0.78283464)","(211, 0, 0.85237257)","(175, 0, 0.84797543)","(116, 0, 0.54274515)","(202, 0, 0.76083824)","(21, 0, 0.80356539)","(104, 0, 0.70738045)"
3,"(196, 0, 0.79597664)","(25, 0, 0.84492675)","(104, 0, 0.72737191)","(138, 0, 0.78321231)","(211, 0, 0.84749217)","(4, 0, 0.86889344)","(98, 0, 0.7754182)","(193, 0, 0.82175351)","(50, 0, 0.61154898)","(29, 0, 0.78227412)","(65, 0, 0.8503936)","(187, 0, 0.84641068)","(93, 0, 0.53108992)","(113, 0, 0.75486588)","(150, 0, 0.8006791)","(176, 0, 0.69555573)"
4,"(12, 0, 0.79257208)","(67, 0, 0.84447543)","(94, 0, 0.72708874)","(86, 0, 0.78088224)","(102, 0, 0.8419092)","(211, 0, 0.86693644)","(11, 0, 0.7693467)","(168, 0, 0.82170388)","(198, 0, 0.60842657)","(132, 0, 0.77009603)","(109, 0, 0.84588506)","(17, 0, 0.83727904)","(176, 0, 0.51973111)","(208, 0, 0.75378181)","(157, 0, 0.79948364)","(51, 0, 0.6955476)"
5,"(247, 0, 0.79030765)","(212, 0, 0.8396819)","(140, 0, 0.72531826)","(96, 0, 0.78080876)","(99, 0, 0.84055716)","(147, 0, 0.85918756)","(120, 0, 0.76675284)","(143, 0, 0.81919545)","(78, 0, 0.60286722)","(222, 0, 0.76795372)","(68, 0, 0.84483005)","(210, 0, 0.82384165)","(40, 0, 0.51164142)","(149, 0, 0.75120461)","(74, 0, 0.79163676)","(60, 0, 0.69212493)"
6,"(63, 0, 0.78655929)","(184, 0, 0.83757064)","(204, 0, 0.72479306)","(22, 0, 0.77976355)","(104, 0, 0.83967323)","(114, 0, 0.8523882)","(245, 0, 0.76475324)","(88, 0, 0.81431)","(210, 0, 0.60194457)","(86, 0, 0.76257998)","(177, 0, 0.84435603)","(81, 0, 0.81988808)","(56, 0, 0.50860827)","(93, 0, 0.75099958)","(57, 0, 0.78937834)","(40, 0, 0.69108566)"
7,"(222, 0, 0.77848919)","(206, 0, 0.83524178)","(135, 0, 0.71774288)","(188, 0, 0.77776744)","(160, 0, 0.83890503)","(38, 0, 0.84725093)","(198, 0, 0.76449162)","(237, 0, 0.80864995)","(39, 0, 0.60159108)","(66, 0, 0.75904219)","(99, 0, 0.84230674)","(44, 0, 0.81432711)","(31, 0, 0.50829862)","(249, 0, 0.74625227)","(211, 0, 0.78730782)","(229, 0, 0.68688914)"
8,"(144, 0, 0.77436612)","(89, 0, 0.83091113)","(38, 0, 0.71641857)","(101, 0, 0.77712466)","(177, 0, 0.83703342)","(157, 0, 0.8461234)","(105, 0, 0.76046816)","(208, 0, 0.80830711)","(41, 0, 0.60014673)","(49, 0, 0.75885979)","(204, 0, 0.83760341)","(26, 0, 0.81362126)","(115, 0, 0.50697936)","(22, 0, 0.74384249)","(137, 0, 0.78407607)","(181, 0, 0.68566206)"
