,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.86141412)","(126, 0, 0.84048026)","(21, 0, 0.84587868)","(22, 0, 0.74002649)","(40, 0, 0.86842081)","(174, 0, 0.86833993)","(210, 0, 0.73938746)","(166, 0, 0.81830884)","(171, 0, 0.64516108)","(247, 0, 0.8619372)","(21, 0, 0.93094453)","(136, 0, 0.84284682)","(9, 0, 0.63945396)","(207, 0, 0.79066886)","(79, 0, 0.7602113)","(60, 0, 0.82489994)"
1,"(42, 0, 0.62691659)","(127, 0, 0.62223506)","(20, 0, 0.60462619)","(23, 0, 0.61028894)","(41, 0, 0.64297944)","(175, 0, 0.60737865)","(211, 0, 0.64965591)","(167, 0, 0.65904567)","(170, 0, 0.60399564)","(246, 0, 0.65911213)","(20, 0, 0.6595515)","(137, 0, 0.65438598)","(8, 0, 0.61127316)","(206, 0, 0.62678767)","(78, 0, 0.62115778)","(61, 0, 0.65407053)"
2,"(54, 0, 0.26968697)","(52, 0, 0.28753354)","(224, 0, 0.3017193)","(189, 0, 0.24593384)","(143, 0, 0.24099754)","(45, 0, 0.31731145)","(80, 0, 0.30092739)","(36, 0, 0.31988772)","(40, 0, 0.25620613)","(3, 0, 0.29168167)","(224, 0, 0.2711706)","(125, 0, 0.2663428)","(211, 0, 0.24762801)","(58, 0, 0.24131132)","(204, 0, 0.26871469)","(191, 0, 0.31603632)"
3,"(196, 0, 0.2665206)","(75, 0, 0.25177215)","(225, 0, 0.26666225)","(138, 0, 0.2414976)","(221, 0, 0.23946991)","(17, 0, 0.25665091)","(34, 0, 0.24971834)","(149, 0, 0.26739035)","(41, 0, 0.25163258)","(116, 0, 0.28370799)","(32, 0, 0.25990412)","(135, 0, 0.24518155)","(60, 0, 0.24493304)","(61, 0, 0.23484548)","(244, 0, 0.24404032)","(73, 0, 0.25032809)"
4,"(11, 0, 0.23694264)","(65, 0, 0.2486176)","(3, 0, 0.25063597)","(177, 0, 0.2393372)","(62, 0, 0.23451676)","(155, 0, 0.25458669)","(217, 0, 0.24656798)","(221, 0, 0.25800416)","(30, 0, 0.20668169)","(2, 0, 0.2648822)","(137, 0, 0.22761935)","(77, 0, 0.23057623)","(31, 0, 0.24317139)","(25, 0, 0.23202091)","(205, 0, 0.2343955)","(160, 0, 0.24677548)"
5,"(30, 0, 0.2287173)","(7, 0, 0.24603207)","(43, 0, 0.24074108)","(171, 0, 0.23792814)","(180, 0, 0.23360983)","(44, 0, 0.23542826)","(233, 0, 0.24075475)","(38, 0, 0.2471554)","(253, 0, 0.20552484)","(39, 0, 0.26321929)","(195, 0, 0.22663282)","(58, 0, 0.22705507)","(187, 0, 0.22606378)","(244, 0, 0.22928239)","(108, 0, 0.22205203)","(163, 0, 0.24442606)"
6,"(21, 0, 0.22861253)","(10, 0, 0.24064455)","(159, 0, 0.23444927)","(31, 0, 0.23398308)","(5, 0, 0.23206022)","(125, 0, 0.23477382)","(128, 0, 0.2402656)","(43, 0, 0.24271185)","(223, 0, 0.2026842)","(74, 0, 0.2565065)","(103, 0, 0.22361285)","(167, 0, 0.22615656)","(138, 0, 0.21500567)","(77, 0, 0.22723611)","(157, 0, 0.22066696)","(3, 0, 0.24290327)"
7,"(225, 0, 0.2239835)","(43, 0, 0.23817724)","(197, 0, 0.22742198)","(162, 0, 0.23056201)","(170, 0, 0.23190852)","(177, 0, 0.23409504)","(105, 0, 0.23599492)","(173, 0, 0.23962155)","(192, 0, 0.20262362)","(186, 0, 0.24959739)","(41, 0, 0.22122678)","(100, 0, 0.22282797)","(171, 0, 0.21306348)","(57, 0, 0.22388251)","(217, 0, 0.21809805)","(214, 0, 0.2416387)"
8,"(169, 0, 0.22146009)","(59, 0, 0.23791644)","(168, 0, 0.22503495)","(95, 0, 0.22875024)","(83, 0, 0.2308827)","(85, 0, 0.23072825)","(207, 0, 0.23124671)","(32, 0, 0.23717538)","(89, 0, 0.19877459)","(196, 0, 0.24653527)","(209, 0, 0.22080634)","(66, 0, 0.22011083)","(70, 0, 0.21212718)","(76, 0, 0.21386085)","(213, 0, 0.21506976)","(15, 0, 0.23963609)"
