,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"(43, 0, 0.85382776)","(126, 0, 0.82588921)","(21, 0, 0.83972124)","(22, 0, 0.74221133)","(40, 0, 0.86150771)","(174, 0, 0.86541973)","(210, 0, 0.74176747)","(166, 0, 0.82857955)","(171, 0, 0.65813926)","(247, 0, 0.86123588)","(21, 0, 0.9301515)","(136, 0, 0.84049761)","(9, 0, 0.62105172)","(207, 0, 0.78703269)","(79, 0, 0.76337666)","(60, 0, 0.81995972)"
1,"(42, 0, 0.62008706)","(127, 0, 0.60857584)","(20, 0, 0.61153541)","(23, 0, 0.61461153)","(41, 0, 0.62647274)","(175, 0, 0.61086187)","(211, 0, 0.64425762)","(167, 0, 0.63010739)","(170, 0, 0.59932738)","(246, 0, 0.66801399)","(20, 0, 0.64893124)","(137, 0, 0.65626795)","(8, 0, 0.61218031)","(206, 0, 0.62029695)","(78, 0, 0.61349124)","(61, 0, 0.64726346)"
2,"(11, 0, 0.25001644)","(52, 0, 0.26406833)","(224, 0, 0.24787663)","(189, 0, 0.23818346)","(221, 0, 0.2524219)","(45, 0, 0.29007558)","(80, 0, 0.28859623)","(36, 0, 0.29113287)","(41, 0, 0.26688149)","(3, 0, 0.28260645)","(224, 0, 0.26255636)","(125, 0, 0.27539557)","(31, 0, 0.2316497)","(250, 0, 0.23930716)","(205, 0, 0.26094257)","(191, 0, 0.28759817)"
3,"(30, 0, 0.24431904)","(139, 0, 0.24610414)","(43, 0, 0.228035)","(37, 0, 0.23179711)","(5, 0, 0.2382255)","(179, 0, 0.24110416)","(217, 0, 0.24097263)","(187, 0, 0.22965446)","(40, 0, 0.21777333)","(116, 0, 0.27456157)","(173, 0, 0.21323882)","(253, 0, 0.24195123)","(138, 0, 0.22231057)","(244, 0, 0.23314114)","(204, 0, 0.24180738)","(15, 0, 0.24964155)"
4,"(196, 0, 0.2317072)","(10, 0, 0.24052029)","(32, 0, 0.21734741)","(162, 0, 0.22846135)","(170, 0, 0.22970993)","(155, 0, 0.23721853)","(151, 0, 0.23667387)","(118, 0, 0.21777497)","(173, 0, 0.19697856)","(2, 0, 0.257178)","(141, 0, 0.21159433)","(122, 0, 0.22990844)","(4, 0, 0.21935958)","(104, 0, 0.22823027)","(186, 0, 0.20782521)","(190, 0, 0.24510927)"
5,"(54, 0, 0.22997089)","(65, 0, 0.23929286)","(42, 0, 0.21699365)","(40, 0, 0.22179983)","(62, 0, 0.22148564)","(85, 0, 0.22646919)","(106, 0, 0.2363333)","(149, 0, 0.21564881)","(67, 0, 0.18771916)","(39, 0, 0.25242953)","(150, 0, 0.21079129)","(46, 0, 0.22457228)","(60, 0, 0.21266456)","(77, 0, 0.22779499)","(113, 0, 0.20187477)","(3, 0, 0.22798696)"
6,"(225, 0, 0.22191616)","(252, 0, 0.22967919)","(225, 0, 0.21541781)","(171, 0, 0.2198917)","(183, 0, 0.22001235)","(44, 0, 0.22629256)","(159, 0, 0.2306645)","(221, 0, 0.21308154)","(132, 0, 0.18736878)","(204, 0, 0.23740552)","(209, 0, 0.20482708)","(77, 0, 0.21996751)","(76, 0, 0.21192424)","(76, 0, 0.22622552)","(180, 0, 0.20180102)","(160, 0, 0.22685004)"
7,"(61, 0, 0.21825188)","(59, 0, 0.22900484)","(168, 0, 0.21396749)","(31, 0, 0.21930437)","(143, 0, 0.21579752)","(195, 0, 0.22178121)","(233, 0, 0.22353992)","(152, 0, 0.21245224)","(245, 0, 0.18637395)","(186, 0, 0.23349019)","(195, 0, 0.20189651)","(135, 0, 0.21781039)","(177, 0, 0.20801597)","(57, 0, 0.22556611)","(112, 0, 0.19938549)","(73, 0, 0.22439314)"
8,"(178, 0, 0.20947615)","(195, 0, 0.22470534)","(231, 0, 0.21090526)","(148, 0, 0.21917001)","(83, 0, 0.20282307)","(97, 0, 0.21701604)","(192, 0, 0.223344)","(153, 0, 0.20975308)","(30, 0, 0.18627244)","(245, 0, 0.23086024)","(151, 0, 0.20170838)","(197, 0, 0.21617022)","(204, 0, 0.20476994)","(58, 0, 0.22272398)","(64, 0, 0.19906344)","(214, 0, 0.21891223)"
