,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,18,21,30,0,0,3,2,239,0,0,10,143,55,57,147
0,"(43, 0, 0.91583313)","(145, 0, 0.94543432)","(6, 0, 0.94488025)","(178, 0, 0.92569975)","(40, 0, 0.94601878)","(174, 0, 0.95394495)","(35, 0, 0.89567636)","(37, 0, 0.94451296)","(46, 0, 0.91931229)","(247, 0, 0.97772206)","(21, 0, 0.96107988)","(239, 0, 0.9521597)","(99, 0, 0.90555456)","(159, 0, 0.94026813)","(106, 0, 0.90555094)","(144, 0, 0.89717434)"
1,"(242, 0, 0.91232042)","(162, 0, 0.93903506)","(197, 0, 0.92972216)","(12, 0, 0.92338375)","(147, 0, 0.91856081)","(60, 0, 0.91231624)","(109, 0, 0.89306622)","(202, 0, 0.94262342)","(9, 0, 0.91522713)","(227, 0, 0.94137002)","(130, 0, 0.9420829)","(81, 0, 0.95124303)","(15, 0, 0.90189024)","(128, 0, 0.90620403)","(187, 0, 0.90424906)","(104, 0, 0.88425626)"
2,"(143, 0, 0.90877873)","(26, 0, 0.93165659)","(42, 0, 0.9197661)","(207, 0, 0.92186601)","(140, 0, 0.91762405)","(211, 0, 0.89432784)","(130, 0, 0.88708523)","(166, 0, 0.93562601)","(43, 0, 0.90722835)","(82, 0, 0.94100737)","(147, 0, 0.938341)","(187, 0, 0.9414105)","(157, 0, 0.90163555)","(78, 0, 0.90141264)","(34, 0, 0.88130946)","(183, 0, 0.87495132)"
3,"(185, 0, 0.90530247)","(100, 0, 0.9316201)","(159, 0, 0.91805678)","(93, 0, 0.92090366)","(104, 0, 0.91656214)","(186, 0, 0.89431494)","(210, 0, 0.88181013)","(227, 0, 0.93359414)","(87, 0, 0.90703773)","(242, 0, 0.93779091)","(1, 0, 0.92987121)","(115, 0, 0.9391145)","(68, 0, 0.8970908)","(210, 0, 0.89587195)","(16, 0, 0.8796379)","(228, 0, 0.87319907)"
4,"(91, 0, 0.9039125)","(13, 0, 0.92318623)","(53, 0, 0.91311441)","(9, 0, 0.91605374)","(76, 0, 0.91611363)","(45, 0, 0.89272076)","(250, 0, 0.88082475)","(132, 0, 0.93352896)","(190, 0, 0.90650551)","(169, 0, 0.93646916)","(16, 0, 0.91595312)","(98, 0, 0.93288548)","(236, 0, 0.89287918)","(184, 0, 0.8958533)","(18, 0, 0.87739128)","(207, 0, 0.87062035)"
5,"(60, 0, 0.90060143)","(28, 0, 0.91798246)","(83, 0, 0.90438053)","(68, 0, 0.91112498)","(65, 0, 0.91292802)","(209, 0, 0.89197106)","(147, 0, 0.87943558)","(38, 0, 0.93156336)","(84, 0, 0.90567696)","(196, 0, 0.93519789)","(102, 0, 0.90518285)","(64, 0, 0.93250774)","(14, 0, 0.89202293)","(167, 0, 0.89497328)","(61, 0, 0.87698862)","(241, 0, 0.86894327)"
6,"(45, 0, 0.89662086)","(182, 0, 0.91172156)","(158, 0, 0.89469541)","(16, 0, 0.9103805)","(220, 0, 0.91141778)","(241, 0, 0.89086332)","(23, 0, 0.8751423)","(49, 0, 0.91630928)","(136, 0, 0.90214833)","(24, 0, 0.93398256)","(186, 0, 0.8883001)","(161, 0, 0.93194653)","(141, 0, 0.89070097)","(172, 0, 0.89352716)","(26, 0, 0.87631812)","(193, 0, 0.86629749)"
7,"(152, 0, 0.89496573)","(133, 0, 0.91026277)","(236, 0, 0.89392363)","(166, 0, 0.90715941)","(57, 0, 0.91002991)","(130, 0, 0.88574228)","(72, 0, 0.86867442)","(2, 0, 0.91602316)","(78, 0, 0.90100595)","(37, 0, 0.93275956)","(25, 0, 0.88541127)","(228, 0, 0.92897571)","(35, 0, 0.88796858)","(2, 0, 0.89342848)","(67, 0, 0.87569373)","(49, 0, 0.86364846)"
8,"(73, 0, 0.89484464)","(3, 0, 0.90977476)","(150, 0, 0.89298943)","(19, 0, 0.90462787)","(157, 0, 0.90433907)","(65, 0, 0.8825418)","(223, 0, 0.86686322)","(101, 0, 0.91514627)","(51, 0, 0.89828917)","(97, 0, 0.92633571)","(214, 0, 0.88260806)","(205, 0, 0.92878144)","(21, 0, 0.88559345)","(24, 0, 0.89222313)","(133, 0, 0.87354297)","(216, 0, 0.86225632)"
