,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,"(43, 0, 0.86235514)","(126, 0, 0.81172067)","(21, 0, 0.82037211)","(22, 0, 0.76654143)","(40, 0, 0.86995461)","(174, 0, 0.85168804)","(210, 0, 0.7527834)","(166, 0, 0.81465251)","(170, 0, 0.61909102)","(247, 0, 0.87409804)","(21, 0, 0.93172094)","(136, 0, 0.82792331)","(8, 0, 0.62748686)","(207, 0, 0.81622059)","(79, 0, 0.7804298)","(60, 0, 0.80809237)"
1,"(42, 0, 0.6109963)","(127, 0, 0.60367972)","(20, 0, 0.61329881)","(23, 0, 0.6155204)","(41, 0, 0.58856244)","(175, 0, 0.6130743)","(211, 0, 0.62303577)","(167, 0, 0.61840536)","(171, 0, 0.60697212)","(246, 0, 0.61382292)","(20, 0, 0.61793589)","(137, 0, 0.60733424)","(9, 0, 0.60337824)","(206, 0, 0.59932442)","(78, 0, 0.62876156)","(61, 0, 0.60184063)"
2,"(116, 0, 0.23800078)","(32, 0, 0.21399834)","(229, 0, 0.20343327)","(73, 0, 0.25396587)","(119, 0, 0.20464288)","(241, 0, 0.24880879)","(141, 0, 0.21165635)","(249, 0, 0.21383126)","(244, 0, 0.22492725)","(131, 0, 0.22339813)","(74, 0, 0.24665618)","(219, 0, 0.21487204)","(86, 0, 0.21509048)","(144, 0, 0.22266763)","(16, 0, 0.22694615)","(99, 0, 0.21700597)"
3,"(117, 0, 0.20847173)","(175, 0, 0.21321788)","(246, 0, 0.1931892)","(229, 0, 0.20240797)","(118, 0, 0.19327493)","(240, 0, 0.23685991)","(133, 0, 0.21016279)","(198, 0, 0.20766731)","(245, 0, 0.18882139)","(4, 0, 0.21792113)","(75, 0, 0.22579284)","(214, 0, 0.20751117)","(45, 0, 0.19350956)","(145, 0, 0.2083217)","(17, 0, 0.20224492)","(98, 0, 0.21095064)"
4,"(178, 0, 0.19862192)","(141, 0, 0.21177429)","(75, 0, 0.18902767)","(233, 0, 0.19901607)","(73, 0, 0.19101059)","(31, 0, 0.19716402)","(218, 0, 0.20551739)","(119, 0, 0.20534469)","(27, 0, 0.18834998)","(181, 0, 0.21530304)","(185, 0, 0.21317248)","(215, 0, 0.20207552)","(87, 0, 0.18826255)","(30, 0, 0.20703687)","(6, 0, 0.20200032)","(140, 0, 0.18955705)"
5,"(95, 0, 0.19261534)","(33, 0, 0.20311875)","(164, 0, 0.18523501)","(72, 0, 0.19671281)","(13, 0, 0.1905454)","(141, 0, 0.19337453)","(124, 0, 0.20394175)","(132, 0, 0.19425437)","(10, 0, 0.1868459)","(169, 0, 0.20412186)","(186, 0, 0.20754643)","(41, 0, 0.20014665)","(185, 0, 0.17859122)","(98, 0, 0.20542605)","(96, 0, 0.19911497)","(24, 0, 0.18689907)"
6,"(58, 0, 0.19252536)","(10, 0, 0.19943175)","(86, 0, 0.18470874)","(253, 0, 0.19376102)","(92, 0, 0.18933167)","(139, 0, 0.19303531)","(99, 0, 0.201493)","(85, 0, 0.19270624)","(196, 0, 0.18645154)","(168, 0, 0.20145963)","(230, 0, 0.20432683)","(253, 0, 0.19996578)","(6, 0, 0.17848938)","(70, 0, 0.19591699)","(94, 0, 0.19757237)","(93, 0, 0.18525158)"
7,"(126, 0, 0.19118408)","(48, 0, 0.19854723)","(74, 0, 0.1796081)","(59, 0, 0.19279045)","(0, 0, 0.18561476)","(219, 0, 0.18954063)","(140, 0, 0.19649882)","(248, 0, 0.19265534)","(208, 0, 0.18268777)","(197, 0, 0.19932595)","(49, 0, 0.19366558)","(233, 0, 0.19983531)","(102, 0, 0.17539847)","(156, 0, 0.18742775)","(46, 0, 0.19597338)","(147, 0, 0.18458018)"
8,"(74, 0, 0.186807)","(189, 0, 0.1968496)","(220, 0, 0.17875506)","(69, 0, 0.1919749)","(177, 0, 0.18519195)","(188, 0, 0.18789326)","(179, 0, 0.19110318)","(22, 0, 0.18745762)","(100, 0, 0.18256301)","(70, 0, 0.18954314)","(97, 0, 0.19231097)","(25, 0, 0.19731841)","(104, 0, 0.17496319)","(187, 0, 0.18481862)","(26, 0, 0.19185467)","(165, 0, 0.18313242)"
