,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,"(43, 0, 0.86469444)","(126, 0, 0.80687411)","(21, 0, 0.82249759)","(22, 0, 0.77155467)","(40, 0, 0.8644818)","(174, 0, 0.85482021)","(210, 0, 0.75412347)","(166, 0, 0.81813485)","(170, 0, 0.60985632)","(247, 0, 0.87365181)","(21, 0, 0.93083738)","(136, 0, 0.83083392)","(8, 0, 0.62622638)","(207, 0, 0.8168201)","(79, 0, 0.77857644)","(60, 0, 0.80728684)"
1,"(42, 0, 0.61066737)","(127, 0, 0.60601539)","(20, 0, 0.60951458)","(23, 0, 0.61194405)","(41, 0, 0.59154266)","(175, 0, 0.60554276)","(211, 0, 0.62495443)","(167, 0, 0.61394627)","(171, 0, 0.60254867)","(246, 0, 0.61074891)","(20, 0, 0.6186758)","(137, 0, 0.61497494)","(9, 0, 0.60733144)","(206, 0, 0.5940238)","(78, 0, 0.63775546)","(61, 0, 0.60566636)"
2,"(116, 0, 0.24062169)","(175, 0, 0.2242953)","(164, 0, 0.19838009)","(73, 0, 0.25593524)","(119, 0, 0.21615045)","(241, 0, 0.24172447)","(218, 0, 0.20985669)","(249, 0, 0.22310015)","(244, 0, 0.22108651)","(181, 0, 0.22953987)","(74, 0, 0.26937642)","(215, 0, 0.21225611)","(86, 0, 0.22449223)","(144, 0, 0.23152211)","(16, 0, 0.2220851)","(99, 0, 0.21684276)"
3,"(74, 0, 0.20525087)","(32, 0, 0.2177582)","(246, 0, 0.19218648)","(233, 0, 0.21004326)","(13, 0, 0.20209035)","(240, 0, 0.23392575)","(133, 0, 0.20969651)","(119, 0, 0.22290802)","(245, 0, 0.20903124)","(4, 0, 0.22765143)","(75, 0, 0.23058862)","(214, 0, 0.21181886)","(45, 0, 0.19172916)","(30, 0, 0.21974762)","(17, 0, 0.21214896)","(147, 0, 0.21259383)"
4,"(117, 0, 0.20432501)","(48, 0, 0.21360597)","(116, 0, 0.18952205)","(17, 0, 0.20407875)","(118, 0, 0.20180181)","(31, 0, 0.20637221)","(141, 0, 0.20418475)","(189, 0, 0.2054535)","(208, 0, 0.19829267)","(131, 0, 0.21257417)","(186, 0, 0.20920792)","(253, 0, 0.20923261)","(104, 0, 0.18650958)","(145, 0, 0.20445103)","(26, 0, 0.20592687)","(98, 0, 0.2103363)"
5,"(178, 0, 0.20112375)","(111, 0, 0.20718544)","(237, 0, 0.18905823)","(98, 0, 0.19874753)","(177, 0, 0.20102373)","(212, 0, 0.20020254)","(99, 0, 0.20223487)","(85, 0, 0.20132335)","(196, 0, 0.19452548)","(169, 0, 0.21200073)","(185, 0, 0.20824926)","(219, 0, 0.20860559)","(87, 0, 0.18500804)","(174, 0, 0.20028067)","(24, 0, 0.20534312)","(24, 0, 0.20613061)"
6,"(216, 0, 0.1958224)","(10, 0, 0.20618012)","(229, 0, 0.18709656)","(229, 0, 0.19733768)","(73, 0, 0.19713206)","(93, 0, 0.19391584)","(179, 0, 0.19770122)","(22, 0, 0.19970213)","(27, 0, 0.19169868)","(71, 0, 0.20965664)","(230, 0, 0.20698725)","(233, 0, 0.20595766)","(185, 0, 0.18369524)","(98, 0, 0.19851343)","(6, 0, 0.20184536)","(93, 0, 0.20222497)"
7,"(126, 0, 0.19153308)","(36, 0, 0.20576288)","(75, 0, 0.18528122)","(27, 0, 0.19394827)","(0, 0, 0.19526706)","(197, 0, 0.18447276)","(140, 0, 0.19688155)","(248, 0, 0.1996244)","(73, 0, 0.182594)","(168, 0, 0.20127337)","(49, 0, 0.20059632)","(152, 0, 0.20570877)","(168, 0, 0.18358004)","(44, 0, 0.19583453)","(96, 0, 0.20161887)","(140, 0, 0.19631469)"
8,"(226, 0, 0.19050298)","(141, 0, 0.204885)","(97, 0, 0.17943615)","(253, 0, 0.19184217)","(92, 0, 0.19373073)","(219, 0, 0.18268563)","(156, 0, 0.19631915)","(132, 0, 0.19612005)","(202, 0, 0.18228323)","(70, 0, 0.19975995)","(193, 0, 0.19368331)","(176, 0, 0.20310431)","(177, 0, 0.18289091)","(70, 0, 0.1911351)","(94, 0, 0.19936166)","(165, 0, 0.19366737)"
