,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,"(43, 0, 0.85963984)","(126, 0, 0.80765798)","(21, 0, 0.82169546)","(22, 0, 0.7705593)","(40, 0, 0.86803684)","(174, 0, 0.85304824)","(210, 0, 0.75287779)","(166, 0, 0.81585507)","(171, 0, 0.61594834)","(247, 0, 0.87874137)","(21, 0, 0.92871323)","(136, 0, 0.83195382)","(8, 0, 0.62719064)","(207, 0, 0.81367592)","(79, 0, 0.77825304)","(60, 0, 0.80676852)"
1,"(42, 0, 0.60539694)","(127, 0, 0.61129318)","(20, 0, 0.61468592)","(23, 0, 0.62026759)","(41, 0, 0.58878608)","(175, 0, 0.6096648)","(211, 0, 0.62391673)","(167, 0, 0.61258919)","(170, 0, 0.60646956)","(246, 0, 0.61459119)","(20, 0, 0.61531189)","(137, 0, 0.60929444)","(9, 0, 0.60160403)","(206, 0, 0.60060715)","(78, 0, 0.62606533)","(61, 0, 0.61495771)"
2,"(117, 0, 0.21559346)","(141, 0, 0.2057084)","(75, 0, 0.20077985)","(73, 0, 0.23629061)","(119, 0, 0.20783163)","(241, 0, 0.23081575)","(140, 0, 0.22208664)","(249, 0, 0.21660344)","(244, 0, 0.22221165)","(131, 0, 0.22849883)","(74, 0, 0.23224528)","(214, 0, 0.21796155)","(86, 0, 0.21279866)","(144, 0, 0.21763152)","(17, 0, 0.21007871)","(98, 0, 0.22407106)"
3,"(116, 0, 0.21519961)","(48, 0, 0.20238781)","(164, 0, 0.1914865)","(98, 0, 0.19688277)","(249, 0, 0.19950471)","(240, 0, 0.22703639)","(141, 0, 0.21502442)","(198, 0, 0.19101736)","(27, 0, 0.1914659)","(169, 0, 0.21923022)","(75, 0, 0.22146824)","(219, 0, 0.20527467)","(105, 0, 0.18803903)","(30, 0, 0.20096976)","(16, 0, 0.20146516)","(99, 0, 0.21623081)"
4,"(178, 0, 0.19948518)","(33, 0, 0.20123203)","(74, 0, 0.18782088)","(72, 0, 0.19495546)","(118, 0, 0.19899283)","(31, 0, 0.18893589)","(99, 0, 0.21071449)","(211, 0, 0.18666842)","(202, 0, 0.18849989)","(168, 0, 0.2060073)","(185, 0, 0.19384101)","(41, 0, 0.19597899)","(87, 0, 0.18458875)","(145, 0, 0.19548348)","(96, 0, 0.19609293)","(141, 0, 0.1877474)"
5,"(126, 0, 0.19485858)","(10, 0, 0.20120982)","(97, 0, 0.18594955)","(199, 0, 0.1886584)","(13, 0, 0.191506)","(219, 0, 0.1828031)","(218, 0, 0.19611447)","(98, 0, 0.18521903)","(196, 0, 0.18252915)","(4, 0, 0.2002483)","(230, 0, 0.19154873)","(233, 0, 0.19328085)","(184, 0, 0.17753353)","(98, 0, 0.17754621)","(6, 0, 0.19358296)","(24, 0, 0.18656667)"
6,"(155, 0, 0.18626242)","(32, 0, 0.19245538)","(246, 0, 0.17638504)","(233, 0, 0.18818148)","(73, 0, 0.19020775)","(141, 0, 0.17845114)","(166, 0, 0.19250186)","(132, 0, 0.18379797)","(245, 0, 0.18101967)","(71, 0, 0.19380403)","(186, 0, 0.18568866)","(152, 0, 0.18660171)","(124, 0, 0.1748704)","(156, 0, 0.17640491)","(24, 0, 0.18792525)","(165, 0, 0.1825727)"
7,"(104, 0, 0.18625008)","(175, 0, 0.19201393)","(196, 0, 0.17317656)","(223, 0, 0.18223058)","(203, 0, 0.1842828)","(218, 0, 0.17698627)","(33, 0, 0.18878107)","(10, 0, 0.18369146)","(10, 0, 0.17213979)","(38, 0, 0.19089511)","(116, 0, 0.18227162)","(198, 0, 0.18548304)","(168, 0, 0.17219622)","(187, 0, 0.17602669)","(46, 0, 0.18383131)","(223, 0, 0.17813552)"
8,"(74, 0, 0.18416779)","(111, 0, 0.18570053)","(117, 0, 0.17143112)","(6, 0, 0.17742457)","(39, 0, 0.17805482)","(199, 0, 0.1762249)","(179, 0, 0.18808909)","(22, 0, 0.18073373)","(208, 0, 0.1711934)","(181, 0, 0.18735575)","(207, 0, 0.18213155)","(215, 0, 0.1834524)","(38, 0, 0.1701105)","(21, 0, 0.17333997)","(254, 0, 0.1838289)","(147, 0, 0.17801249)"
