,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,1,0,0,0,0,1,12,0,0,0,34,0,0,0
0,"(43, 0, 0.86806101)","(126, 0, 0.87377397)","(3, 0, 0.87844961)","(22, 0, 0.89131973)","(40, 0, 0.87675704)","(174, 0, 0.86511659)","(210, 0, 0.8128902)","(232, 0, 0.83787664)","(236, 0, 0.79243686)","(247, 0, 0.92285434)","(21, 0, 0.95390103)","(136, 0, 0.82637818)","(28, 0, 0.7929461)","(207, 0, 0.86465346)","(79, 0, 0.80372069)","(60, 0, 0.89822565)"
1,"(225, 0, 0.82113001)","(164, 0, 0.80103885)","(21, 0, 0.83950382)","(235, 0, 0.83487018)","(222, 0, 0.82571809)","(246, 0, 0.81604334)","(211, 0, 0.81034143)","(166, 0, 0.82464894)","(70, 0, 0.78595858)","(77, 0, 0.81517206)","(41, 0, 0.8110834)","(142, 0, 0.80955424)","(223, 0, 0.78628245)","(179, 0, 0.80589627)","(24, 0, 0.77906547)","(160, 0, 0.78379372)"
2,"(72, 0, 0.78973699)","(93, 0, 0.78960257)","(219, 0, 0.80513531)","(185, 0, 0.83038852)","(144, 0, 0.81274287)","(5, 0, 0.78133768)","(72, 0, 0.7603475)","(38, 0, 0.82143505)","(39, 0, 0.77921161)","(164, 0, 0.80591333)","(166, 0, 0.80449525)","(221, 0, 0.77104932)","(12, 0, 0.78369362)","(71, 0, 0.80013738)","(125, 0, 0.77891119)","(177, 0, 0.77416758)"
3,"(78, 0, 0.78415289)","(49, 0, 0.77778623)","(169, 0, 0.79921476)","(45, 0, 0.83019538)","(187, 0, 0.77862124)","(136, 0, 0.77322283)","(163, 0, 0.75181077)","(197, 0, 0.78676195)","(23, 0, 0.77342791)","(157, 0, 0.78479717)","(240, 0, 0.79740489)","(34, 0, 0.76464569)","(240, 0, 0.78312926)","(105, 0, 0.79662872)","(15, 0, 0.77746565)","(197, 0, 0.77402582)"
4,"(138, 0, 0.78075695)","(32, 0, 0.76677047)","(6, 0, 0.79587915)","(87, 0, 0.81413866)","(35, 0, 0.76729194)","(72, 0, 0.76847291)","(27, 0, 0.75177831)","(239, 0, 0.78379779)","(214, 0, 0.76343322)","(23, 0, 0.78059524)","(10, 0, 0.78137695)","(138, 0, 0.76401967)","(29, 0, 0.77555576)","(119, 0, 0.78356599)","(172, 0, 0.7694706)","(91, 0, 0.77339409)"
5,"(166, 0, 0.78016639)","(144, 0, 0.75729547)","(113, 0, 0.79361727)","(23, 0, 0.80844513)","(167, 0, 0.76042449)","(216, 0, 0.76066107)","(158, 0, 0.75114281)","(19, 0, 0.77328065)","(142, 0, 0.76284841)","(11, 0, 0.77400266)","(79, 0, 0.77748795)","(166, 0, 0.7605578)","(201, 0, 0.77141511)","(181, 0, 0.75976567)","(180, 0, 0.76655608)","(142, 0, 0.76201906)"
6,"(155, 0, 0.75147962)","(167, 0, 0.7562986)","(222, 0, 0.78002389)","(43, 0, 0.80088048)","(83, 0, 0.75838471)","(114, 0, 0.75977569)","(84, 0, 0.74466626)","(12, 0, 0.76902476)","(186, 0, 0.75937409)","(103, 0, 0.75099561)","(14, 0, 0.75975211)","(127, 0, 0.75351752)","(232, 0, 0.77141498)","(238, 0, 0.74691299)","(158, 0, 0.75929738)","(169, 0, 0.75924775)"
7,"(87, 0, 0.75072402)","(75, 0, 0.7550677)","(226, 0, 0.77705919)","(98, 0, 0.79291719)","(72, 0, 0.75082381)","(187, 0, 0.75801434)","(47, 0, 0.7424294)","(26, 0, 0.76622947)","(208, 0, 0.7584812)","(205, 0, 0.74829086)","(137, 0, 0.75898793)","(132, 0, 0.74963045)","(191, 0, 0.76577908)","(163, 0, 0.7439895)","(201, 0, 0.75887969)","(100, 0, 0.75895853)"
8,"(167, 0, 0.7429926)","(104, 0, 0.74163339)","(96, 0, 0.77616565)","(220, 0, 0.78159863)","(98, 0, 0.7473469)","(66, 0, 0.75516171)","(237, 0, 0.73946748)","(100, 0, 0.76457842)","(10, 0, 0.7506303)","(149, 0, 0.74676377)","(236, 0, 0.75871918)","(108, 0, 0.74746044)","(3, 0, 0.76513874)","(0, 0, 0.7429752)","(97, 0, 0.75541378)","(97, 0, 0.7552786)"
