,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,53,0,0,0,2,0,0,0
0,"(43, 0, 0.87367805)","(126, 0, 0.85365217)","(21, 0, 0.84158228)","(22, 0, 0.80865955)","(40, 0, 0.85091458)","(174, 0, 0.88589107)","(210, 0, 0.78985124)","(166, 0, 0.75468622)","(170, 0, 0.6784447)","(247, 0, 0.91071228)","(21, 0, 0.94093166)","(136, 0, 0.802025)","(81, 0, 0.70861092)","(207, 0, 0.86964484)","(79, 0, 0.81932343)","(60, 0, 0.8640982)"
1,"(42, 0, 0.70277586)","(75, 0, 0.65817034)","(40, 0, 0.65005059)","(23, 0, 0.735986)","(20, 0, 0.61962004)","(252, 0, 0.66156282)","(211, 0, 0.70667197)","(253, 0, 0.67258133)","(163, 0, 0.64666499)","(2, 0, 0.67103269)","(41, 0, 0.68620385)","(2, 0, 0.66796774)","(158, 0, 0.64903297)","(168, 0, 0.66482048)","(231, 0, 0.66710322)","(41, 0, 0.6558058)"
2,"(161, 0, 0.65939297)","(127, 0, 0.65266562)","(194, 0, 0.63955788)","(202, 0, 0.66526324)","(0, 0, 0.61695456)","(212, 0, 0.64338739)","(27, 0, 0.61772514)","(87, 0, 0.65658321)","(77, 0, 0.64382091)","(73, 0, 0.63940834)","(232, 0, 0.67620951)","(137, 0, 0.64240449)","(9, 0, 0.64594205)","(149, 0, 0.62631891)","(249, 0, 0.66498289)","(167, 0, 0.61542554)"
3,"(126, 0, 0.62873265)","(76, 0, 0.63561295)","(5, 0, 0.62671869)","(185, 0, 0.64398695)","(68, 0, 0.60214854)","(96, 0, 0.63827521)","(179, 0, 0.58774691)","(207, 0, 0.62960309)","(236, 0, 0.62956017)","(205, 0, 0.63505879)","(175, 0, 0.63221042)","(191, 0, 0.63717275)","(24, 0, 0.64293876)","(1, 0, 0.60509649)","(15, 0, 0.64837102)","(90, 0, 0.61283666)"
4,"(110, 0, 0.62075391)","(101, 0, 0.61837746)","(193, 0, 0.62494364)","(187, 0, 0.62552449)","(204, 0, 0.59475667)","(144, 0, 0.63368911)","(237, 0, 0.58747756)","(232, 0, 0.62343868)","(235, 0, 0.6099534)","(246, 0, 0.63501086)","(49, 0, 0.63201328)","(108, 0, 0.63473566)","(38, 0, 0.62862276)","(114, 0, 0.6023016)","(120, 0, 0.64018633)","(254, 0, 0.60759905)"
5,"(73, 0, 0.60956839)","(141, 0, 0.61302409)","(85, 0, 0.61171188)","(43, 0, 0.62145439)","(167, 0, 0.58909823)","(37, 0, 0.6254549)","(63, 0, 0.58667945)","(147, 0, 0.6233731)","(153, 0, 0.60953411)","(218, 0, 0.6332088)","(230, 0, 0.62147744)","(178, 0, 0.61809155)","(130, 0, 0.61626932)","(206, 0, 0.60106569)","(172, 0, 0.63169183)","(3, 0, 0.60687682)"
6,"(118, 0, 0.59977062)","(240, 0, 0.61117714)","(145, 0, 0.58635684)","(209, 0, 0.6172878)","(220, 0, 0.58795357)","(192, 0, 0.62026177)","(217, 0, 0.58653297)","(86, 0, 0.61572944)","(113, 0, 0.60821974)","(43, 0, 0.6046545)","(96, 0, 0.60994245)","(131, 0, 0.61716983)","(240, 0, 0.60642182)","(97, 0, 0.58805706)","(244, 0, 0.63041669)","(39, 0, 0.60644746)"
7,"(225, 0, 0.59961423)","(150, 0, 0.60034366)","(97, 0, 0.58475152)","(64, 0, 0.61092126)","(210, 0, 0.58788146)","(182, 0, 0.59728381)","(88, 0, 0.57605114)","(228, 0, 0.6096181)","(83, 0, 0.5936419)","(223, 0, 0.60011876)","(79, 0, 0.60978378)","(127, 0, 0.61523706)","(131, 0, 0.60587681)","(159, 0, 0.5875745)","(78, 0, 0.61433706)","(209, 0, 0.60624877)"
8,"(76, 0, 0.59850018)","(26, 0, 0.59324846)","(50, 0, 0.58393366)","(243, 0, 0.6088894)","(35, 0, 0.5874137)","(173, 0, 0.59609366)","(182, 0, 0.57204608)","(250, 0, 0.60659864)","(60, 0, 0.58883256)","(77, 0, 0.59937265)","(129, 0, 0.60888351)","(25, 0, 0.59773932)","(134, 0, 0.60018604)","(4, 0, 0.58581141)","(184, 0, 0.60590213)","(38, 0, 0.60261058)"
