,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
0,"(43, 0, 0.88066603)","(126, 0, 0.85903926)","(21, 0, 0.82225929)","(22, 0, 0.79458441)","(40, 0, 0.86169754)","(174, 0, 0.89051858)","(210, 0, 0.78660416)","(166, 0, 0.7794785)","(170, 0, 0.69467249)","(247, 0, 0.90854048)","(21, 0, 0.93622667)","(136, 0, 0.81830857)","(9, 0, 0.67080714)","(207, 0, 0.87627146)","(79, 0, 0.80156217)","(60, 0, 0.86697694)"
1,"(42, 0, 0.68407378)","(127, 0, 0.68243863)","(193, 0, 0.61721653)","(23, 0, 0.72822701)","(0, 0, 0.60212579)","(144, 0, 0.62114319)","(211, 0, 0.69311308)","(253, 0, 0.63930671)","(153, 0, 0.61466036)","(73, 0, 0.64257394)","(41, 0, 0.66830383)","(2, 0, 0.64099267)","(158, 0, 0.64572926)","(168, 0, 0.65943235)","(15, 0, 0.6254136)","(41, 0, 0.62964778)"
2,"(161, 0, 0.63870578)","(75, 0, 0.63511713)","(40, 0, 0.61444525)","(187, 0, 0.63106177)","(94, 0, 0.57783704)","(216, 0, 0.60259318)","(27, 0, 0.57492099)","(87, 0, 0.6187732)","(235, 0, 0.6045169)","(246, 0, 0.63785753)","(232, 0, 0.65616961)","(137, 0, 0.62105491)","(95, 0, 0.60551033)","(163, 0, 0.58936692)","(231, 0, 0.62201199)","(203, 0, 0.59849778)"
3,"(126, 0, 0.61089128)","(76, 0, 0.60426984)","(55, 0, 0.58769136)","(185, 0, 0.63098147)","(20, 0, 0.57287936)","(175, 0, 0.60188102)","(188, 0, 0.57135767)","(167, 0, 0.61364211)","(77, 0, 0.60343426)","(206, 0, 0.62193045)","(175, 0, 0.63611111)","(178, 0, 0.61634296)","(81, 0, 0.59577086)","(11, 0, 0.58247564)","(249, 0, 0.61679035)","(3, 0, 0.5849892)"
4,"(76, 0, 0.58569296)","(20, 0, 0.60271063)","(32, 0, 0.57654929)","(242, 0, 0.61050629)","(174, 0, 0.56829957)","(212, 0, 0.59341817)","(217, 0, 0.56297122)","(161, 0, 0.6090552)","(58, 0, 0.58116355)","(27, 0, 0.59849402)","(230, 0, 0.6216007)","(131, 0, 0.61381611)","(245, 0, 0.58270021)","(250, 0, 0.57857093)","(244, 0, 0.61652495)","(254, 0, 0.57825514)"
5,"(251, 0, 0.57386693)","(24, 0, 0.59254604)","(145, 0, 0.57272689)","(209, 0, 0.60764183)","(220, 0, 0.56044885)","(252, 0, 0.59099386)","(72, 0, 0.5627641)","(134, 0, 0.59789467)","(138, 0, 0.5799234)","(18, 0, 0.59607366)","(27, 0, 0.60016414)","(5, 0, 0.59333837)","(170, 0, 0.57663172)","(111, 0, 0.5736494)","(78, 0, 0.59890616)","(255, 0, 0.5677712)"
6,"(166, 0, 0.57144552)","(99, 0, 0.59027997)","(11, 0, 0.57252331)","(216, 0, 0.60361786)","(167, 0, 0.55870206)","(66, 0, 0.5813552)","(116, 0, 0.56257253)","(56, 0, 0.58588272)","(34, 0, 0.57918333)","(102, 0, 0.58787892)","(141, 0, 0.58422056)","(108, 0, 0.57579471)","(210, 0, 0.57257935)","(106, 0, 0.56402062)","(184, 0, 0.59196799)","(244, 0, 0.56539537)"
7,"(127, 0, 0.56947506)","(132, 0, 0.58676412)","(5, 0, 0.56924883)","(98, 0, 0.60046751)","(83, 0, 0.55669079)","(196, 0, 0.57743228)","(77, 0, 0.55875581)","(42, 0, 0.58532249)","(117, 0, 0.57595419)","(218, 0, 0.58519475)","(69, 0, 0.58242364)","(232, 0, 0.57486626)","(8, 0, 0.56527992)","(114, 0, 0.56388711)","(120, 0, 0.58918586)","(209, 0, 0.56162266)"
8,"(71, 0, 0.56678792)","(240, 0, 0.58055496)","(182, 0, 0.56750237)","(162, 0, 0.60016309)","(48, 0, 0.55591683)","(192, 0, 0.57730491)","(34, 0, 0.55742674)","(26, 0, 0.5792903)","(230, 0, 0.57502271)","(28, 0, 0.57839904)","(205, 0, 0.5708269)","(15, 0, 0.57333643)","(214, 0, 0.56514547)","(16, 0, 0.56206681)","(172, 0, 0.58845063)","(28, 0, 0.55779541)"
