,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
PGE=,52,6,7,1,22,17,49,54,51,2,0,44,84,5,49,8
0,"(74, 0, 0.925486)","(49, 0, 0.93223975)","(96, 0, 0.93465849)","(23, 0, 0.95226749)","(98, 0, 0.93347164)","(181, 0, 0.92849746)","(11, 0, 0.9433956)","(241, 0, 0.94459151)","(227, 0, 0.89892836)","(208, 0, 0.9212772)","(21, 0, 0.94898837)","(98, 0, 0.90348059)","(191, 0, 0.92589656)","(241, 0, 0.95295191)","(148, 0, 0.93228805)","(3, 0, 0.94081594)"
1,"(10, 0, 0.91985103)","(229, 0, 0.92184988)","(3, 0, 0.92381069)","(22, 0, 0.93833633)","(154, 0, 0.92660733)","(202, 0, 0.92351634)","(84, 0, 0.94059039)","(94, 0, 0.91955524)","(57, 0, 0.89697494)","(186, 0, 0.92039836)","(42, 0, 0.93594089)","(180, 0, 0.90202455)","(239, 0, 0.91941314)","(119, 0, 0.91642645)","(164, 0, 0.9214049)","(20, 0, 0.91861389)"
2,"(72, 0, 0.90654853)","(105, 0, 0.91377682)","(157, 0, 0.92057071)","(116, 0, 0.92056233)","(211, 0, 0.91693581)","(246, 0, 0.91215949)","(2, 0, 0.91173114)","(161, 0, 0.91798793)","(87, 0, 0.89365541)","(247, 0, 0.91505881)","(107, 0, 0.91711771)","(122, 0, 0.89924733)","(250, 0, 0.89751239)","(71, 0, 0.91213402)","(136, 0, 0.92106534)","(97, 0, 0.91300416)"
3,"(24, 0, 0.90180657)","(175, 0, 0.910977)","(222, 0, 0.91279022)","(58, 0, 0.90244241)","(45, 0, 0.91208261)","(221, 0, 0.90247037)","(72, 0, 0.9094891)","(47, 0, 0.91011305)","(166, 0, 0.88797536)","(18, 0, 0.91354613)","(36, 0, 0.90733612)","(23, 0, 0.89911403)","(78, 0, 0.89058369)","(195, 0, 0.90685209)","(201, 0, 0.90878647)","(149, 0, 0.90927645)"
4,"(75, 0, 0.90098204)","(2, 0, 0.90564865)","(230, 0, 0.90678606)","(47, 0, 0.90243823)","(139, 0, 0.91102935)","(96, 0, 0.89902309)","(48, 0, 0.90675225)","(229, 0, 0.90807989)","(153, 0, 0.88789514)","(34, 0, 0.91207417)","(236, 0, 0.89229864)","(108, 0, 0.89433594)","(158, 0, 0.88720514)","(135, 0, 0.90679507)","(3, 0, 0.90755449)","(251, 0, 0.90875888)"
5,"(160, 0, 0.8991003)","(199, 0, 0.9000526)","(210, 0, 0.90666667)","(118, 0, 0.90110221)","(246, 0, 0.90362216)","(186, 0, 0.895325)","(26, 0, 0.90322719)","(31, 0, 0.899102)","(117, 0, 0.88570908)","(157, 0, 0.89663335)","(4, 0, 0.8877108)","(169, 0, 0.8907911)","(240, 0, 0.88634869)","(207, 0, 0.90102479)","(39, 0, 0.90712861)","(253, 0, 0.90806741)"
6,"(127, 0, 0.89805302)","(126, 0, 0.89884938)","(115, 0, 0.90612913)","(1, 0, 0.89571325)","(130, 0, 0.89588867)","(238, 0, 0.89508036)","(120, 0, 0.90303262)","(134, 0, 0.89799781)","(157, 0, 0.88569657)","(249, 0, 0.89654082)","(70, 0, 0.88184162)","(7, 0, 0.89017271)","(201, 0, 0.88320834)","(235, 0, 0.88771508)","(130, 0, 0.90332928)","(29, 0, 0.90288885)"
7,"(134, 0, 0.89589398)","(36, 0, 0.89546147)","(21, 0, 0.89930904)","(146, 0, 0.89223737)","(93, 0, 0.8915321)","(119, 0, 0.89319546)","(27, 0, 0.90061262)","(18, 0, 0.89523067)","(71, 0, 0.87948857)","(24, 0, 0.88946951)","(230, 0, 0.88024415)","(215, 0, 0.88600478)","(10, 0, 0.88103909)","(163, 0, 0.88716419)","(174, 0, 0.9006224)","(100, 0, 0.90125873)"
8,"(149, 0, 0.89395281)","(100, 0, 0.89378323)","(75, 0, 0.88843199)","(120, 0, 0.89068138)","(82, 0, 0.89004455)","(6, 0, 0.88704735)","(71, 0, 0.8980714)","(228, 0, 0.88810224)","(33, 0, 0.87929979)","(92, 0, 0.88916468)","(207, 0, 0.87992395)","(67, 0, 0.88268707)","(105, 0, 0.87779854)","(44, 0, 0.8859128)","(84, 0, 0.89334125)","(60, 0, 0.89864049)"
